mapping_id,evidence_id,application_id,mechanism_id,mechanism_name,mapping_reason,supporting_context,contradictory_context,mapping_confidence,alternative_mechanism_id,alternative_reason,mapping_status,human_mapping_decision,human_selected_mechanism,human_mapping_notes
MAP-EV-19d7e65f7b36,EV-19d7e65f7b36,APP-00770,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-29c781be0f05,EV-29c781be0f05,APP-00789,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-233aa84248aa,EV-233aa84248aa,APP-00789,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8c9f792e886f,EV-8c9f792e886f,APP-00797,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-dc52880c545f,EV-dc52880c545f,APP-00803,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a3a1fc9a56af,EV-a3a1fc9a56af,APP-00803,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c708171c9f0e,EV-c708171c9f0e,APP-00827,,,"A question is evidence of information seeking, but the content does not clearly satisfy a frozen behavioral mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-6352973f10a0,EV-6352973f10a0,APP-00828,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-caf56dff01d1,EV-caf56dff01d1,APP-00828,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d8b170d54554,EV-d8b170d54554,APP-00860,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-30c0d6ce7892,EV-30c0d6ce7892,APP-00875,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b426360ae4ad,EV-b426360ae4ad,APP-00876,,,Withdrawal is an outcome/action; without an explicit reason it should not be forced into a behavioral mechanism.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-9259747dcf6f,EV-9259747dcf6f,APP-00889,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-e77785a00ce3,EV-e77785a00ce3,APP-00890,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-f8a58c57455e,EV-f8a58c57455e,APP-00922,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1962996ce8b3,EV-1962996ce8b3,APP-00953,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c97443508e1a,EV-c97443508e1a,APP-00960,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8f5525229c11,EV-8f5525229c11,APP-00968,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d17478f6a097,EV-d17478f6a097,APP-00969,BM-010,Endowment Effect,"The candidate appears to place extra value on something already held, such as the current role, benefits, arrangement, or position, making the change harder.",,,N/A,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-e1b6c456df15,EV-e1b6c456df15,APP-00974,BM-006,Friction,The evidence describes a concrete commute/transportation difficulty that adds effort or makes joining harder.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-128aba9c0355,EV-128aba9c0355,APP-01017,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-9e66b95de83e,EV-9e66b95de83e,APP-01029,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-064a6bf69758,EV-064a6bf69758,APP-01041,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a4a09d773a25,EV-a4a09d773a25,APP-01042,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-f0ff79ad241f,EV-f0ff79ad241f,APP-01088,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c6b44be74f61,EV-c6b44be74f61,APP-01089,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c68d7a58e35c,EV-c68d7a58e35c,APP-01093,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-0a58168003c4,EV-0a58168003c4,APP-01120,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-2e9050154b98,EV-2e9050154b98,APP-01121,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-6fca1967ee50,EV-6fca1967ee50,APP-01132,BM-006,Friction,The question identifies a concrete process/logistics point that may add effort or confusion.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-545a18a642a3,EV-545a18a642a3,APP-01141,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-cda0dcb23d58,EV-cda0dcb23d58,APP-01146,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3ebb4902ed9a,EV-3ebb4902ed9a,APP-01148,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3bd72afa14f8,EV-3bd72afa14f8,APP-01151,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-05da564316c9,EV-05da564316c9,APP-01161,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-185b5bdaf85a,EV-185b5bdaf85a,APP-01171,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7d4b1e3e8df5,EV-7d4b1e3e8df5,APP-01174,,,"Contradictory information is flagged, but the behavioral consequence is not explicit.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b6f2ba1d05f9,EV-b6f2ba1d05f9,APP-01204,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-17ddfaf9a9f8,EV-17ddfaf9a9f8,APP-01209,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-a75d2cdb0b40,EV-a75d2cdb0b40,APP-01226,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-2e65e2208a27,EV-2e65e2208a27,APP-01226,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3c31ef7acf60,EV-3c31ef7acf60,APP-01248,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-55f75c00a17f,EV-55f75c00a17f,APP-01265,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-f1e896abec39,EV-f1e896abec39,APP-01266,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-87ebf5c60f42,EV-87ebf5c60f42,APP-01270,,,"A question is evidence of information seeking, but the content does not clearly satisfy a frozen behavioral mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-e2e3e550c822,EV-e2e3e550c822,APP-01270,BM-006,Friction,The work arrangement creates a concrete effort/commute obstacle.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-16a10a655ab0,EV-16a10a655ab0,APP-01274,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-76d78daf577f,EV-76d78daf577f,APP-01288,,,Withdrawal is an outcome/action; without an explicit reason it should not be forced into a behavioral mechanism.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7a45d218e5f5,EV-7a45d218e5f5,APP-01289,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-4a93dc237c4e,EV-4a93dc237c4e,APP-01290,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b07834685021,EV-b07834685021,APP-01290,,,Withdrawal is an outcome/action; without an explicit reason it should not be forced into a behavioral mechanism.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ff5d8d4c48f6,EV-ff5d8d4c48f6,APP-01293,,,"Hesitation is observable, but its behavioral mechanism is not established by the available context.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1d415102ef15,EV-1d415102ef15,APP-01295,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d38d4343c726,EV-d38d4343c726,APP-01296,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3f21adbb9f0e,EV-3f21adbb9f0e,APP-01303,BM-029,Uncertainty / Ambiguity Aversion,The mismatch/changed information creates ambiguity about what the role will actually involve.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c9a498716eff,EV-c9a498716eff,APP-01305,BM-029,Uncertainty / Ambiguity Aversion,The hesitation is explicitly tied to uncertainty or not knowing what to expect.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-fd6e2cf8312d,EV-fd6e2cf8312d,APP-01325,BM-016,Peak-End Rule,The evidence suggests that a particularly salient or final part of the candidate experience may be disproportionately shaping the overall judgment.,,,N/A,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-81510ef8e79b,EV-81510ef8e79b,APP-01344,,,"A competing opportunity is present, but choosing between alternatives does not itself prove Loss Aversion, Scarcity, or another mechanism.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-199b9672f8ed,EV-199b9672f8ed,APP-01368,,,"Hesitation is observable, but its behavioral mechanism is not established by the available context.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-df258d0d56d9,EV-df258d0d56d9,APP-01376,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-3ab6de11ec0b,EV-3ab6de11ec0b,APP-01380,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-b108de12e89e,EV-b108de12e89e,APP-01403,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-e9f9fa7c8c3e,EV-e9f9fa7c8c3e,APP-01407,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-355f3b111b29,EV-355f3b111b29,APP-01408,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-cc9ea747827f,EV-cc9ea747827f,APP-01408,BM-029,Uncertainty / Ambiguity Aversion,The question seeks predictability about employment duration/stability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-ce8d0db01404,EV-ce8d0db01404,APP-01424,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-dc725cf78438,EV-dc725cf78438,APP-01433,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-aa86b4195811,EV-aa86b4195811,APP-01488,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-5c33261f269f,EV-5c33261f269f,APP-01492,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-04dd76732dd6,EV-04dd76732dd6,APP-01495,,,Positive forward-looking language is not enough for Commitment/Consistency; the library requires a specific prior commitment as the reason for continuing.,,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7947a61ac837,EV-7947a61ac837,APP-01497,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-7f013fb0d0fb,EV-7f013fb0d0fb,APP-01505,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1a21f63454ee,EV-1a21f63454ee,APP-01505,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c561d4448e6c,EV-c561d4448e6c,APP-01509,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d501e195ef32,EV-d501e195ef32,APP-01561,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-453d11625e67,EV-453d11625e67,APP-01565,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-956aa117c881,EV-956aa117c881,APP-01566,BM-006,Friction,A specific process delay is described as an obstacle in completing the recruitment/onboarding journey.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-8fe8231e9185,EV-8fe8231e9185,APP-01574,BM-029,Uncertainty / Ambiguity Aversion,The hesitation is explicitly tied to uncertainty or not knowing what to expect.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-17239d3b5cd5,EV-17239d3b5cd5,APP-01574,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-288dc0e98f34,EV-288dc0e98f34,APP-01631,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-761e5cbb7b3e,EV-761e5cbb7b3e,APP-01638,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-5aefa0cc92ea,EV-5aefa0cc92ea,APP-01657,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-0c5755e5618c,EV-0c5755e5618c,APP-01662,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-2bc55d0c4076,EV-2bc55d0c4076,APP-01672,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-dc8a3e62d504,EV-dc8a3e62d504,APP-01687,BM-029,Uncertainty / Ambiguity Aversion,The candidate is seeking certainty or reacting to uncertainty around the expected joining date.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-1647640e46b4,EV-1647640e46b4,APP-01692,BM-001,Status Quo Bias,Status Quo Bias — candidate shows hesitation or resistance to leaving the current/familiar job situation and moving to the new role. This is a proposed behavioral interpretation for human validation; recruiter follow-up should collect the candidate's specific reasons rather than assume the cause.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-261aa41abf80,EV-261aa41abf80,APP-01695,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-c0157493aca6,EV-c0157493aca6,APP-01696,BM-001,Status Quo Bias,Commute/transport evidence indicates resistance or hesitation about changing an established travel routine to adapt to the new job location; proposed as Status Quo Bias for human validation.,,,MODERATE,,BM-006 Friction,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-96c44732a389,EV-96c44732a389,APP-01700,BM-029,Uncertainty / Ambiguity Aversion,The statement centers on not knowing what to expect and seeking greater predictability.,,,HIGH,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-fca4df1ba99f,EV-fca4df1ba99f,APP-01723,BM-006,Friction,The schedule/shift constraint is a concrete practical obstacle that increases effort or difficulty.,,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d6daac766c9f,EV-d6daac766c9f,APP-01732,BM-006,Friction,"The evidence describes a concrete onboarding/documentation step, repetition, delay, or point of confusion that can add effort.",,,MODERATE,,,PROPOSED,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-d2ad03d10f92,EV-d2ad03d10f92,APP-01759,,,"A pay concern is present, but the frozen library requires a reference comparison or fairness frame before assigning Anchoring/Fairness.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
MAP-EV-cdf14182e52c,EV-cdf14182e52c,APP-01770,,,"Response brevity/speed is an observable communication signal, but it does not by itself satisfy a frozen mechanism's evidence requirement.",,,N/A,,,NO_SUPPORTED_MECHANISM,APPROVE,,Imported from Aaryatech_Behavioral_Review_MASTER_APPROVED.xlsx
