application_id,evidence_id,evidence_span,journey_stage,mechanism_id,mechanism_name,mapping_reason,mapping_source,mapping_confidence,alternative_mechanism_id,alternative_reason,information_gap,research_split
APP-00614,EV-577d07412b6f,"Good morning, can u claify how many days onsite are expected?",screened,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00614,EV-09644ba4f805,"Candidate surprised by onsite expectation, discussed further with client.",client_interview_2,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-a014904d1bb1,"Hello, thought tis was hybrid, want to make sure I understand the schedule.",offer_accepted,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-7a43437ef61d,can you carify how many days onsite are expected?,offer_accepted,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-c8de6d531b15,can you carify how many days onsite are expected?,offer_accepted,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00614,EV-65593f98c8ee,"Clarified work arrangement with candidate, some confusion from job posting language. Keeping an eye on this one.",offer_accepted,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-4c3aea8e0f5c,"Clarified work arrangement with candidate, some confusion from job posting language. Keeping an eye on this one.",offer_accepted,BM-014,Confirmation Bias,Evidence category 'expectation_setting' is a documented candidate signal for 'Confirmation Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-015,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-e8d1df3a9116,can you clarify how many days onsite are expected? Bets,offer_accepted,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-de42f0eadfe0,can you clarify how many days onsite are expected? Bets,offer_accepted,BM-014,Confirmation Bias,Evidence category 'expectation_setting' is a documented candidate signal for 'Confirmation Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-015,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-a8794ac114d5,"thought this was hybrid, want to make surre I understand the schedule.",onboarding_docs_sent,BM-001,Status Quo Bias,Evidence category 'work_arrangement' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00614,EV-6e87c157ce75,"thought this was hybrid, want to make surre I understand the schedule.",onboarding_docs_sent,BM-014,Confirmation Bias,Evidence category 'expectation_setting' is a documented candidate signal for 'Confirmation Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-015,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00615,EV-8a7aa28d6a75,"thankks so much for checking in, really appreciate how on top of this you've been!",screened,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00615,EV-1171118c3a4b,"thankks so much for checking in, really appreciate how on top of this you've been!",screened,BM-018,Identity Signaling,Evidence category 'candidate_excitement' is a documented candidate signal for 'Identity Signaling' (Identity & Self-Concept); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00615,EV-14ff8baff958,"Hello, thanks so much for checking in, really apprecite how on top of this you've been!",offer_accepted,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00615,EV-a199e04683f2,"Hi, thanks so much for cehcking in, really appreciate how on top of this you've been!",offer_accepted,BM-018,Identity Signaling,Evidence category 'candidate_excitement' is a documented candidate signal for 'Identity Signaling' (Identity & Self-Concept); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00617,EV-76c471a9aa10,sounds good to me.,submitted,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00618,EV-b62d7f2caf54,"Good morning, wanted to cheeck in, any news on next steps?",unknown,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00618,EV-ae4b8a83856a,"Good morning, wanted to cheeck in, any news on next steps?",unknown,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00618,EV-2cdc0ccd4cff,"Hey, quick update, any news on neext steps?",unknown,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00618,EV-e95d20fb4023,"Hey, quick update, any news on neext steps?",unknown,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00618,EV-0a0a168c6e2b,"Good afternoon, following up again - wanted to make surre evrything is still on track.",submitted,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00618,EV-0c996119b7db,following up again - wanted to make sure everything is still on track.,submitted,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00618,EV-4ad7b6580145,following up again - wanted to make sure everything is still on track. Talk soon,submitted,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00621,EV-440f459c6e93,"still thinking about the comp, want to make sure the math works out. Appeciate it",client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'certainty_uncertainty' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-001,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00621,EV-79e07e419879,"still thinking about the comp, want to make sure the math works out. Appeciate it",client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'candidate_hesitation' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-001,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00621,EV-6dc235d3b327,"Hi, the rate is a little lower than I was expecting honestly. Thanks!",client_interview_1,BM-002,Loss Aversion,Evidence category 'compensation_concern' is a documented candidate signal for 'Loss Aversion' (Value & Reference Evaluation); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-013,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00621,EV-6dcc0c7773cd,"still thinking about the comp, want to make sure the math wors out. Thank you",offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'certainty_uncertainty' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-001,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00621,EV-b96f617a71b3,"still thinking about the comp, want to make sure the math wors out. Thank you",offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'candidate_hesitation' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-001,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00623,EV-a48ec436fda0,really appreciate you thinnking of me...,client_interview_1,,,"Excitement/positive affect is an emotional signal, not by itself one of the frozen behavioral mechanisms.",HUMAN_REVIEWED,N/A,,,Human reviewer found no supported mechanism,discovery
APP-00626,EV-8f1582a5662c,"Good morning, wait, I thought tihs role was more focused on client support, is that still the case?",client_interview_1,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00626,EV-7433f678ad5b,"Good morning, wait, I thought this role was more focused on the technical side, is taht still the case?",client_interview_2,BM-014,Confirmation Bias,Evidence category 'expectation_setting' is a documented candidate signal for 'Confirmation Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-015,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00626,EV-3be8c3d63915,"Good morning, wait, I thought this role was more focused on the technical side, is taht still the case?",client_interview_2,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00626,EV-47e3e96babc5,"Good morning, the scope sounds a little different than what we discussed earlier. Thannk you",background_check,BM-014,Confirmation Bias,Evidence category 'expectation_setting' is a documented candidate signal for 'Confirmation Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-015,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00631,EV-a0b3dbeda817,ok,screened,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00632,EV-144008e954fe,Working wih candidate and client to adjust start date aroound notice period.,background_check,BM-023,Goal Gradient,Evidence category 'joining_date' is a documented candidate signal for 'Goal Gradient' (Motivation & Goals); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-024,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00632,EV-fd02872b1234,"my current employer wants threee weeks notice, is that going to be a problem?",background_check,BM-001,Status Quo Bias,Evidence category 'current_employer_activity' is a documented candidate signal for 'Status Quo Bias' (Decision-Making & Cognitive Biases); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-010,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00632,EV-0621f730d14b,"my current employer wants threee weeks notice, is that going to be a problem?",background_check,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00633,EV-dfe60b6142ca,Candidate confirmed all onboarding steps complete. No ation needed at this time.,onboarding_docs_sent,BM-006,Friction,Evidence category 'onboarding_process' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-025,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00635,EV-4bf1598fbcec,"Offer letter delayed on cliient side, candidate starting to ask about it.",screened,BM-006,Friction,Evidence category 'documentation' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00635,EV-1b4dfa959d3c,"Offer letter delayed on cliient side, candidate starting to ask about it.",screened,BM-006,Friction,Evidence category 'process_delay' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-032,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00635,EV-ee72f1a65b9e,"Hi, just checking, did the offer leetter go out yet?",client_interview_1,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00635,EV-07646e953214,"still waiting on the paperwork, I think just making srue nothing got lost. thx",offer_accepted,BM-006,Friction,Evidence category 'documentation' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55,,,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00635,EV-fcebb683dd76,"still waiting on the paperwork, I think just making srue nothing got lost. thx",offer_accepted,BM-006,Friction,Evidence category 'process_delay' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-032,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00639,EV-f3ec73384d27,"wanted to make sure I didn't msis any steps, following up again. Best",submitted,BM-011,Reciprocity,Evidence category 'recruiter_follow_up' is a documented candidate signal for 'Reciprocity' (Social Influence); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-031,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00639,EV-15b20d4a338c,juts want to triple check the start date is still next Monday? Thnak you,submitted,BM-023,Goal Gradient,Evidence category 'joining_date' is a documented candidate signal for 'Goal Gradient' (Motivation & Goals); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-024,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00640,EV-fc0122dd9f8c,"Candidate asked about contract length/conversion path, gave what info we have. Flagging for visibility.",unknown,BM-029,Uncertainty / Ambiguity Aversion,"The candidate is seeking predictability about contract duration/stability, directly expressing uncertainty about what to expect.",HUMAN_REVIEWED,HIGH,,,None -- human reviewed,discovery
APP-00640,EV-415f0ff76181,not sure if thhis matters but how long do these contracts usually run at this client?,screened,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00640,EV-83097d891436,just watn to understand how stable this assignment is before I commit.,screened,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'job_security_concern' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-002,'Loss Aversion' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00640,EV-c9fd7e395ed7,not 100% sure but how long do these contracts usaully run at this client?,submitted,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'certainty_uncertainty' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-001,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00640,EV-c2b1160dd152,not 100% sure but how long do these contracts usaully run at this client?,submitted,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00640,EV-c0152c31c81b,"Hi, just want to understand how stable this assignment is before I commit.",submitted,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'job_security_concern' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-002,'Loss Aversion' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00640,EV-10117bde6bcc,"Hi there, wanted to flag, how long do these conrtacts usually run at this client?",client_interview_2,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00640,EV-50257bad97a0,"Good afternoon, is this role likely to convert to permanent, or stay contract long term?",offer_accepted,BM-029,Uncertainty / Ambiguity Aversion,"Evidence category 'job_security_concern' is a documented candidate signal for 'Uncertainty / Ambiguity Aversion' (Trust, Risk & Uncertainty); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-002,'Loss Aversion' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00640,EV-bc4ec36ee44a,"Good afternoon, is this role likely to convert to permanent, or stay contract long term?",offer_accepted,,,"NO_SUPPORTED_MECHANISM -- no library mechanism had sufficient, uncontradicted contextual support for this evidence category.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.0,,,Not human-reviewed; model found no supported mechanism.,discovery
APP-00641,EV-1a7385cba69b,Update - candidate confirmed all onboarding steps complete.,offer_accepted,BM-006,Friction,Evidence category 'onboarding_process' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-025,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00643,EV-d0be7f0ca54e,Candidate confirmed all onboarding steps complete.,client_interview_1,BM-006,Friction,Evidence category 'onboarding_process' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-025,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
APP-00643,EV-cc1a8386470c,"Per today's call, candidate confirmed all onboarding steps complete.",client_interview_2,BM-006,Friction,Evidence category 'onboarding_process' is a documented candidate signal for 'Friction' (Friction & Effort); no matching Possible_Contradictory_Signals phrase was found in the evidence span or its surrounding context.,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4,BM-025,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,"Not human-reviewed -- model-applied mapping from the calibrated framework; treat as demonstration-grade, not validated.",discovery
