scenario_id,scenario_name,mechanism_id,mechanism_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
SCN-165bde5c4b0b,Identity Signaling — submitted,BM-018,Identity Signaling,"this role sounds like a great fit, can't wait to get started. Talk soon",submitted,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-9b2c8f92601d,Status Quo Bias — submitted,BM-001,Status Quo Bias,my current manager watns to talk again before I finalize anything. TY,submitted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-404fc158a9be,Status Quo Bias — submitted,BM-001,Status Quo Bias,my curretn manager wants to talk again before I finalize anything.,submitted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-3e2b2af414d1,Status Quo Bias — submitted,BM-001,Status Quo Bias,my curernt manager wants to talk again before I finalize anything.,submitted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-9d29cf1fa7a6,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Candidate hedging on timeline, referenced an internal conversation at current job.",client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4a1b6863df39,Uncertainty / Ambiguity Aversion — client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,"still sorting a few thinggs internally, can I get bak to you latre today?",client_interview_2,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-884f7f0ce2e9,Uncertainty / Ambiguity Aversion — client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,"still sorting a few thinggs internally, can I get bak to you latre today?",client_interview_2,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ae571357ea46,Status Quo Bias — background_check,BM-001,Status Quo Bias,"Hi, current employer found out and wants to keep me, going back and forth on it.",background_check,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ef1d4a37a12d,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"Hi, current employer found out and wants to keep me, going back and forth on it.",background_check,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b27c844fad4b,Commitment / Consistency — client_interview_2,BM-020,Commitment / Consistency,"Hi, great, see you then.",client_interview_2,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-7979dc07a825,Friction — background_check,BM-006,Friction,Quikc note - candidate confirmed all onboarding steps complete.,background_check,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-538e418e0b73,Friction — screened,BM-006,Friction,"Candidate asked several onboarding logistics questions, answered all of them.",screened,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-302973cd0b98,Friction — submitted,BM-006,Friction,"Note: candidate asked several onboarding logistics questions, answered all of them. Will follow up early next week.",submitted,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-0d463769f8d7,Friction — submitted,BM-006,Friction,"Candidate asked several onboarding logistics questions, asnwered all of them.",submitted,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1004ea52c34d,Friction — offer_extended,BM-006,Friction,wanted to double check the parking/badge siutation one more time.,offer_extended,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-24bb4550ce5f,Friction — offer_accepted,BM-006,Friction,Sent onboarding checklist again per candidate request.,offer_accepted,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-564f5bcf9849,Commitment / Consistency — offer_accepted,BM-020,Commitment / Consistency,"great, see you then. Thnk you",offer_accepted,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-a3db72200dda,Friction — onboarding_docs_sent,BM-006,Friction,Candidate confirmed all onboarding steeps complete.,onboarding_docs_sent,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-21976da9b9a3,Status Quo Bias — unknown,BM-001,Status Quo Bias,"things came up at my current job, need a bit more tiem to think. Thanks!",unknown,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-433016cf6485,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,Note: candidate mentioned current employer reached out. Sounded less certain today.,client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-2a44e997dd00,Reciprocity — submitted,BM-011,Reciprocity,"Hello, following up again - wanted to make sure everything is stll on track. TY",submitted,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-c6678f55edb3,Reciprocity — background_check,BM-011,Reciprocity,"Hi, haven't heard anything in a while, just chekcing if there's an update. Thanks",background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-530bb62744cd,Reciprocity — background_check,BM-011,Reciprocity,"Hey, haven't heard anything in a while, juust checking if there's an update.",background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d7225981753d,Uncertainty / Ambiguity Aversion — offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Good afternoon, not totally sure how thta interview went, not 100% sure but it felt a little off. thx!",offer_extended,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-088d253767cf,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"not totally sure how that interview went, not sure if this matters but it felt a little off.",background_check,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8a0d6c7d1094,Uncertainty / Ambiguity Aversion — background_check,BM-029,Uncertainty / Ambiguity Aversion,"not totally sure how that interview went, sort of it felt a little off.",background_check,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8c6abfa56bce,Confirmation Bias — unknown,BM-014,Confirmation Bias,"Clarified worrk arrangement with candidate, some confusion from job posting language. Nothing furhter to add right now.",unknown,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-db9623d03b0b,Status Quo Bias — screened,BM-001,Status Quo Bias,"thought this was hybrid, want to make sure I understand the schedule.",screened,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-2989a8c06365,Confirmation Bias — screened,BM-014,Confirmation Bias,"thought this was hybrid, want to make sure I understand the schedule.",screened,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-0d911af98a86,Status Quo Bias — screened,BM-001,Status Quo Bias,"wait, is this fully remote or do I need to coem in sometimes?",screened,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-767d9bc2eac6,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Candidate surprised by onsite expectation, discussed further wiith client. Nothing further to add right now.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-923f35b21bfc,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Good afternoon, thought this was hybrid, want to make sure I understand the schedule.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-782f7ac80574,Confirmation Bias — client_interview_1,BM-014,Confirmation Bias,"Good afternoon, thought this was hybrid, want to make sure I understand the schedule.",client_interview_1,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4a24aefa55d2,Status Quo Bias — offer_accepted,BM-001,Status Quo Bias,"Clarified work arrangement with candidate, some confusion fom job posting language. Will check in agan in a few days.",offer_accepted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8c11292feae8,Confirmation Bias — offer_accepted,BM-014,Confirmation Bias,"Clarified work arrangement with candidate, some confusion fom job posting language. Will check in agan in a few days.",offer_accepted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-e7f10a84f532,Commitment / Consistency — submitted,BM-020,Commitment / Consistency,"great, see you then.",submitted,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4789a9cc1338,Commitment / Consistency — client_interview_1,BM-020,Commitment / Consistency,"Hi, great, see you then. Thanks!",client_interview_1,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-278ce35cc174,Commitment / Consistency — onboarding_docs_sent,BM-020,Commitment / Consistency,"Hello, great, see you then.",onboarding_docs_sent,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-cbdbdc933b7b,Status Quo Bias — submitted,BM-001,Status Quo Bias,my current manager wants to talk again before I finlize anything.,submitted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b31699c517d6,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"still sorting a few things internally, can I get baack to u by end of week? Appreciate it",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f99692c61904,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"still sorting a few things internally, can I get baack to u by end of week? Appreciate it",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-df714915046e,Status Quo Bias — submitted,BM-001,Status Quo Bias,Note: candidate mentioned current employer reached out. Sounded less certain today.,submitted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d587f08357c2,Status Quo Bias — offer_extended,BM-001,Status Quo Bias,"Hi there, Went with the counteroffer from my current employer, sorry for the back and forth.",offer_extended,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1b6b0aa993ad,Commitment / Consistency — screened,BM-020,Commitment / Consistency,"Hey, this role sounds like a great fit, can't wait to get started.",screened,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ff5ec23d9d13,Identity Signaling — screened,BM-018,Identity Signaling,"Hey, this role sounds like a great fit, can't wait to get started.",screened,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f785e7143bf6,Identity Signaling — submitted,BM-018,Identity Signaling,"this role sounds like a great fit, can't wiat to get started.",submitted,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-d93e4c245dca,Loss Aversion — submitted,BM-002,Loss Aversion,Candidate said compensation was 'not a concern' but ased about job security three separate times. Flagging for visibility.,submitted,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1c7c7dd77479,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"Hi there, still figuring some things out on my end, not 100% sure but nothing major.",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8b3008f98f48,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"Hi there, still figuring some things out on my end, not 100% sure but nothing major.",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-632835caa5ff,Loss Aversion — submitted,BM-002,Loss Aversion,Candidate siad compensation was 'not a concern' but asked about job security three separate times. Keeping an eye on this one.,submitted,'Anchoring' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-013); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-7aa2cbf5bc0e,Uncertainty / Ambiguity Aversion — client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some things out on my end, sort of nothing major.",client_interview_1,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-038f11034595,Uncertainty / Ambiguity Aversion — client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some things out on my end, sort of nothing major.",client_interview_1,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-9205c49a812a,Friction — unknown,BM-006,Friction,Background check flagged for review - escalating with client.,unknown,Not identified from current evidence.,Mapping confidence (0.00) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",HUMAN_REVIEWED
