evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-4c6a8e9de4a8,APP-00089,LOG-000627,2024-11-25 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today. Will ciircle back if anything changes.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"current employer fuond out and wants to keep me, gong back and forth on it.","still sorting a few tings internally, can",12.0,0.75,pending,
EV-124bd277caff,APP-00089,LOG-000628,2024-11-29 00:00:00,candidate_message,candidate_facing,"still sorting a few tings internally, can",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Candidate mentioned current employer reached out. Sounded less certain today. Will ciircle back if anything changes.,"got puulled into a conversation with my current company, will update you soon.",9.5,0.6,pending,
EV-fa64afd0294d,APP-00089,LOG-000628,2024-11-29 00:00:00,candidate_message,candidate_facing,"still sorting a few tings internally, can",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Candidate mentioned current employer reached out. Sounded less certain today. Will ciircle back if anything changes.,"got puulled into a conversation with my current company, will update you soon.",9.5,0.6,pending,
EV-cb176c70787d,APP-00089,LOG-000630,2024-12-03 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit more tiem to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"got puulled into a conversation with my current company, will update you soon.","My current commpany matched/beat the offer, so I have to stay. Sorry for the trouble. Appreciate it",11.3,0.75,pending,
EV-226af74f94b4,APP-00090,LOG-000632,2024-03-02 00:00:00,recruiter_note,internal,"Candidate mentioned competing process, seems to be weighing both. Flagging for visibility.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,,Asked directly about other offers - candidate confirmed one other active process.,1.1,0.75,pending,
EV-fdd734c2af78,APP-00090,LOG-000634,2024-03-30 00:00:00,candidate_message,candidate_facing,"got some nesw on the other role I mentioned, still deciding. thx",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Asked directly about other offers - candidate confirmed one other active process.,,7.9,0.6,pending,
EV-e5e2e85d3fbf,APP-00090,LOG-000634,2024-03-30 00:00:00,candidate_message,candidate_facing,"got some nesw on the other role I mentioned, still deciding. thx",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,Asked directly about other offers - candidate confirmed one other active process.,,7.9,0.75,pending,
EV-d4efa322be02,APP-00094,LOG-000656,2024-11-03 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Noted for the file.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,,"Discussed shift schedule concerns with candidate, checekd with client on flexibility. Keeping an eye on this one.",4.3,0.6,pending,
EV-e48c272f2a70,APP-00094,LOG-000657,2024-11-04 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checekd with client on flexibility. Keeping an eye on this one.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Noted for the file.",Interview rescheduled once before finally taking place. Keeping an eye on this one.,6.5,0.6,pending,
EV-00a5283d6b46,APP-00094,LOG-000659,2024-11-11 00:00:00,candidate_message,candidate_facing,"Good afternoon, the schedule might conflict with childcare, seeing what I can work out.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,Interview rescheduled once before finally taking place. Keeping an eye on this one.,"Good afternoon, is there any flexibility on the shift start time?",9.0,0.6,pending,
EV-5754a4ccc2f8,APP-00094,LOG-000660,2024-11-11 00:00:00,candidate_message,candidate_facing,"Good afternoon, is there any flexibility on the shift start time?",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Good afternoon, the schedule might conflict with childcare, seeing what I can work out.","Discussed shit schedule concerns with candidate, checked with client on flexibility.",1.3,0.6,pending,
EV-72d8220811c7,APP-00094,LOG-000660,2024-11-11 00:00:00,candidate_message,candidate_facing,"Good afternoon, is there any flexibility on the shift start time?",candidate_questions,Candidate asks a direct question.,weak,"Good afternoon, the schedule might conflict with childcare, seeing what I can work out.","Discussed shit schedule concerns with candidate, checked with client on flexibility.",1.3,0.45,pending,
EV-afd6cfe56390,APP-00094,LOG-000662,2024-11-13 00:00:00,candidate_message,candidate_facing,would prefer day shift if that's possible at all.,schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shit schedule concerns with candidate, checked with client on flexibility.","Discussed shift schedule concerns with candidate, checked with client on flexibility. Will check in aain in a few days.",3.3,0.6,pending,
EV-2c720d89a07b,APP-00094,LOG-000663,2024-11-16 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Will check in aain in a few days.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,would prefer day shift if that's possible at all.,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.",5.7,0.6,pending,
EV-9dd50e936da9,APP-00094,LOG-000664,2024-11-16 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Will check in aain in a few days.","Discussed sift schedule concernns with candidate, checked with client on flexibility.",2.1,0.6,pending,
EV-0c00c30b1072,APP-00094,LOG-000666,2024-11-18 00:00:00,decline_statement,candidate_facing,"Hello, The shift doesn't work with my childcaer situation, sorry, have to pass. TY",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed sift schedule concernns with candidate, checked with client on flexibility.",,7.8,0.6,pending,
EV-9d7e41c55d74,APP-00094,LOG-000666,2024-11-18 00:00:00,decline_statement,candidate_facing,"Hello, The shift doesn't work with my childcaer situation, sorry, have to pass. TY",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"Discussed sift schedule concernns with candidate, checked with client on flexibility.",,7.8,0.75,pending,
EV-6adf49327c20,APP-00095,LOG-000667,2024-10-29 00:00:00,candidate_message,candidate_facing,any update on the backkground check? just want to plan around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,,is the delay normal? getting a little...,11.5,0.6,pending,
EV-5b125055d21a,APP-00095,LOG-000668,2024-10-30 00:00:00,candidate_message,candidate_facing,is the delay normal? getting a little...,process_delay,Communication references a delay in the recruitment process.,moderate,any update on the backkground check? just want to plan around it.,any update on the background check? jusst want to pllan around it.,4.9,0.6,pending,
EV-5645f4af0a06,APP-00095,LOG-000669,2024-11-08 00:00:00,candidate_message,candidate_facing,any update on the background check? jusst want to pllan around it.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,is the delay normal? getting a little...,"Client background vendor running behind, expect another few days.",4.6,0.6,pending,
EV-b36d81df0647,APP-00095,LOG-000669,2024-11-08 00:00:00,candidate_message,candidate_facing,any update on the background check? jusst want to pllan around it.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,is the delay normal? getting a little...,"Client background vendor running behind, expect another few days.",4.6,0.6,pending,
EV-989540395353,APP-00095,LOG-000670,2024-11-15 00:00:00,recruiter_note,internal,"Client background vendor running behind, expect another few days.",process_delay,Communication references a delay in the recruitment process.,moderate,any update on the background check? jusst want to pllan around it.,"Note: client background vendor running behind, expect another few days. Will follow up early next week.",3.2,0.6,pending,
EV-1a7809462d9b,APP-00095,LOG-000671,2024-11-25 00:00:00,recruiter_note,internal,"Note: client background vendor running behind, expect another few days. Will follow up early next week.",process_delay,Communication references a delay in the recruitment process.,moderate,"Client background vendor running behind, expect another few days.","Hello, any update on the background check? just want to plan around it. Thank you",4.4,0.6,pending,
EV-087963ca6157,APP-00095,LOG-000672,2024-12-05 00:00:00,candidate_message,candidate_facing,"Hello, any update on the background check? just want to plan around it. Thank you",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Note: client background vendor running behind, expect another few days. Will follow up early next week.",any updtae on the background check? just want to plan around it. Thanks,9.0,0.6,pending,
EV-49a16601aea6,APP-00095,LOG-000672,2024-12-05 00:00:00,candidate_message,candidate_facing,"Hello, any update on the background check? just want to plan around it. Thank you",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Note: client background vendor running behind, expect another few days. Will follow up early next week.",any updtae on the background check? just want to plan around it. Thanks,9.0,0.6,pending,
EV-dc02fdc78578,APP-00095,LOG-000673,2024-12-06 00:00:00,candidate_message,candidate_facing,any updtae on the background check? just want to plan around it. Thanks,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,"Hello, any update on the background check? just want to plan around it. Thank you",Background check returned a discrepanncy thhat needs to be resolved before we can proceed.,10.0,0.6,pending,
EV-20d559e73e4f,APP-00095,LOG-000674,2024-12-07 00:00:00,client_feedback,internal,Background check returned a discrepanncy thhat needs to be resolved before we can proceed.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,any updtae on the background check? just want to plan around it. Thanks,,4.9,0.6,pending,
EV-364f3c91963a,APP-00097,LOG-000683,2025-02-28 00:00:00,recruiter_note,internal,Candidate confirmed all onboarding steps complete. Will check in again in a few days.,onboarding_process,Candidate asks about onboarding logistics.,weak,"Hey, understood, apreciate it. Thanks!","Routine pre-start confirmation call, no concerns. Will follow up early next week.",80.8,0.45,pending,
EV-84e63bd07c84,APP-00098,LOG-000687,2025-06-26 00:00:00,candidate_message,candidate_facing,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,"got it, thanks",sure,116.8,0.45,pending,
EV-5e27007e8bfa,APP-00098,LOG-000688,2025-06-30 00:00:00,candidate_message,candidate_facing,sure,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,ok,yep wlil do...,54.5,0.45,pending,
EV-b38a463e8e6a,APP-00100,LOG-000702,2025-05-24 00:00:00,recruiter_note,internal,Clarified updated role scope with candidate after client changed requirements. Will follow up early next week.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,Interview rescheduled once before finally taking place. Will circle back if anything changes.,"wait, I thought ths role was more focused on reporting, is that still the case?",44.3,0.6,pending,
EV-874dac28e768,APP-00100,LOG-000703,2025-05-25 00:00:00,candidate_message,candidate_facing,"wait, I thought ths role was more focused on reporting, is that still the case?",candidate_questions,Candidate asks a direct question.,weak,Clarified updated role scope with candidate after client changed requirements. Will follow up early next week.,"wait, I thought this roel was more focused on reporting, is that still the case?",17.9,0.45,pending,
EV-a0f0a317516f,APP-00100,LOG-000704,2025-05-25 00:00:00,candidate_message,candidate_facing,"wait, I thought this roel was more focused on reporting, is that still the case?",candidate_questions,Candidate asks a direct question.,weak,"wait, I thought ths role was more focused on reporting, is that still the case?",Clarified updated role scope with candidate after client changed requirements.,20.8,0.45,pending,
EV-29b656c46a32,APP-00100,LOG-000705,2025-05-26 00:00:00,recruiter_note,internal,Clarified updated role scope with candidate after client changed requirements.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,"wait, I thought this roel was more focused on reporting, is that still the case?","wait, I thought thsi role was moore focused on client support, is that still the case? Best",11.3,0.6,pending,
EV-d498531a4408,APP-00100,LOG-000707,2025-06-03 00:00:00,candidate_message,candidate_facing,"Hello, the scope sounds a little different than what we discussed earlier.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,"wait, I thought thsi role was moore focused on client support, is that still the case? Best",Candidate flagged discrepancy between original JD and ofer details.,43.6,0.6,pending,
EV-aeb3b02b2210,APP-00100,LOG-000711,2025-06-06 00:00:00,candidate_message,candidate_facing,the scope souds a little different than what we discussed earlier.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,"Hello, wait, I thought thsi role was more focused",,28.7,0.6,pending,
EV-5d967a7014b3,APP-00103,LOG-000733,2024-02-08 00:00:00,candidate_message,candidate_facing,jut want to triple check the start date is still the same date?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Candidate asked to reconfirm details already covered previously.,"Hey, wantted to make sure I didn't miss any steps, following up again.",3.6,0.6,pending,
EV-e2006f87a0c7,APP-00103,LOG-000733,2024-02-08 00:00:00,candidate_message,candidate_facing,jut want to triple check the start date is still the same date?,candidate_questions,Candidate asks a direct question.,weak,Candidate asked to reconfirm details already covered previously.,"Hey, wantted to make sure I didn't miss any steps, following up again.",3.6,0.45,pending,
EV-bff7c051c993,APP-00103,LOG-000734,2024-02-09 00:00:00,candidate_message,candidate_facing,"Hey, wantted to make sure I didn't miss any steps, following up again.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,jut want to triple check the start date is still the same date?,just want to triple check the sttart date is still next Monday?,9.0,0.6,pending,
EV-70cfff650dc5,APP-00103,LOG-000735,2024-02-11 00:00:00,candidate_message,candidate_facing,just want to triple check the sttart date is still next Monday?,candidate_questions,Candidate asks a direct question.,weak,"Hey, wantted to make sure I didn't miss any steps, following up again.",Update - candidate asked to reconfirm details already covered previously. Will circle back if anything changes.,9.0,0.45,pending,
EV-80551520f3f5,APP-00104,LOG-000739,2024-12-07 00:00:00,candidate_message,candidate_facing,"not totally sure how that interiew went, just to double check, it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,"Good afternoon, wanted to follow up afetr the interview, wasn't sure I gave the best answers.",8.2,0.6,pending,
EV-d7eeebdff35a,APP-00104,LOG-000742,2024-12-25 00:00:00,withdrawal_statement,candidate_facing,"Good morning, Still tihnking about how the interview went and decided to step back, sorry. Best",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"Per today's call, candidate confirmed rceeipt of details, no questions. Nothing furhter to add right now.",,8.2,0.75,pending,
EV-50cc0401129d,APP-00105,LOG-000743,2024-06-24 00:00:00,candidate_message,candidate_facing,"God afternoon, is there any flexibility on the shift start time?",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,,"the schedule might conflict wtih childcare, seeing what I can work out.",11.8,0.6,pending,
EV-2907099554ca,APP-00105,LOG-000743,2024-06-24 00:00:00,candidate_message,candidate_facing,"God afternoon, is there any flexibility on the shift start time?",candidate_questions,Candidate asks a direct question.,weak,,"the schedule might conflict wtih childcare, seeing what I can work out.",11.8,0.45,pending,
EV-dc79abf6918c,APP-00105,LOG-000744,2024-06-27 00:00:00,candidate_message,candidate_facing,"the schedule might conflict wtih childcare, seeing what I can work out.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"God afternoon, is there any flexibility on the shift start time?","Update - discussed shift schedule cocnerns with candidate, checked with client on flexibility.",34.1,0.6,pending,
EV-2d194c6277ad,APP-00105,LOG-000745,2024-06-28 00:00:00,recruiter_note,internal,"Update - discussed shift schedule cocnerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"the schedule might conflict wtih childcare, seeing what I can work out.","Per today's call, discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.",6.9,0.6,pending,
EV-30462fb75bbe,APP-00105,LOG-000746,2024-06-28 00:00:00,recruiter_note,internal,"Per today's call, discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Update - discussed shift schedule cocnerns with candidate, checked with client on flexibility.","Discussed shift schedule concerns with candidate, checked with client on flexibility. Will follow up early next week.",19.9,0.6,pending,
EV-9412924711c9,APP-00105,LOG-000747,2024-07-01 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Will follow up early next week.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Per today's call, discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.","Discussed shift schedule concerns with candidate, checcked with client on flexibility.",53.2,0.6,pending,
EV-81b249c45c13,APP-00105,LOG-000748,2024-07-04 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checcked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Will follow up early next week.","Update - discussed shift schedule concerns with candidate, checked with client on flexibility. Flagging for visibility.",71.1,0.6,pending,
EV-0a4157e11f6c,APP-00105,LOG-000749,2024-07-04 00:00:00,recruiter_note,internal,"Update - discussed shift schedule concerns with candidate, checked with client on flexibility. Flagging for visibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checcked with client on flexibility.","Hi, would pefer day shift if that's possible at all.",6.5,0.6,pending,
EV-0eb4a7afe001,APP-00105,LOG-000750,2024-07-06 00:00:00,candidate_message,candidate_facing,"Hi, would pefer day shift if that's possible at all.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Update - discussed shift schedule concerns with candidate, checked with client on flexibility. Flagging for visibility.","Discussed shift schedule concerns with candidate, checked with client on flexibility.",29.9,0.6,pending,
EV-96a13fd7f3b6,APP-00105,LOG-000751,2024-07-07 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Hi, would pefer day shift if that's possible at all.","Discussed shift schedule concerns with candidate, checked with client on flexibility.",38.3,0.6,pending,
EV-67c5e2bfe830,APP-00105,LOG-000752,2024-07-09 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",is there any flexbiility on the shift start time?,30.0,0.6,pending,
EV-84e515f25135,APP-00105,LOG-000753,2024-07-12 00:00:00,candidate_message,candidate_facing,is there any flexbiility on the shift start time?,schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns with candidate, checked with client on flexibility.","the schedule might conflict with childcare, seeing what...",65.2,0.6,pending,
EV-f21269074c10,APP-00105,LOG-000753,2024-07-12 00:00:00,candidate_message,candidate_facing,is there any flexbiility on the shift start time?,candidate_questions,Candidate asks a direct question.,weak,"Discussed shift schedule concerns with candidate, checked with client on flexibility.","the schedule might conflict with childcare, seeing what...",65.2,0.45,pending,
EV-a69a2ce37f25,APP-00105,LOG-000754,2024-07-12 00:00:00,candidate_message,candidate_facing,"the schedule might conflict with childcare, seeing what...",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,is there any flexbiility on the shift start time?,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",0.3,0.6,pending,
EV-1281ea8ad880,APP-00105,LOG-000755,2024-07-12 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"the schedule might conflict with childcare, seeing what...","Discussed sihft schedule concerns with candidate, checked with client on flexibility. Will follow up early next week.",3.1,0.6,pending,
EV-7a184e45add3,APP-00106,LOG-000760,2025-06-20 00:00:00,candidate_message,candidate_facing,"God morning, quick update, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Cadidate reached out askinng for status, we had gone quiet on our end.","Missed scheduled check-in with candidate thsi week, need to follow up.",72.1,0.6,pending,
EV-49ac74f02b21,APP-00106,LOG-000760,2025-06-20 00:00:00,candidate_message,candidate_facing,"God morning, quick update, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,"Cadidate reached out askinng for status, we had gone quiet on our end.","Missed scheduled check-in with candidate thsi week, need to follow up.",72.1,0.45,pending,
EV-79f19aff464e,APP-00106,LOG-000762,2025-06-24 00:00:00,candidate_message,candidate_facing,following up again - wanted to make surre evverything is still on track. Appreciate it,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Missed scheduled check-in with candidate thsi week, need to follow up.","Missed scheduled check-in with candidate this week, need to follow up.",4.0,0.6,pending,
EV-ef085773404a,APP-00106,LOG-000766,2025-07-12 00:00:00,candidate_message,candidate_facing,"wanted to check in, any",candidate_questions,Candidate asks a direct question.,weak,"Hi, fololwing up again - wanted to make sure everything is still on track.","Update - candidate reached out asking for status, we had gone quiet on our end. Will check in again in a few days.",34.9,0.45,pending,
EV-8035e27b8523,APP-00106,LOG-000768,2025-07-19 00:00:00,candidate_message,candidate_facing,following up again - wanted to mke sure everything...,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,"Update - candidate reached out asking for status, we had gone quiet on our end. Will check in again in a few days.",haven't heard anything in a...,13.1,0.6,pending,
EV-4e85cc7026b4,APP-00106,LOG-000769,2025-07-26 00:00:00,candidate_message,candidate_facing,haven't heard anything in a...,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,following up again - wanted to mke sure everything...,"Candidate reached out asking for status, we had gone quiet on our end.",83.6,0.6,pending,
EV-86e2d3c952f0,APP-00107,LOG-000771,2024-04-22 00:00:00,candidate_message,candidate_facing,"Good afternoon, still sorting a few thigns internally, can I get back to u tomorrow?",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,Candidate mentioned current employer reached out. Sounded less certain today. Flagging for visibility.,4.9,0.6,pending,
EV-bb3b0e93b38a,APP-00107,LOG-000771,2024-04-22 00:00:00,candidate_message,candidate_facing,"Good afternoon, still sorting a few thigns internally, can I get back to u tomorrow?",candidate_questions,Candidate asks a direct question.,weak,,Candidate mentioned current employer reached out. Sounded less certain today. Flagging for visibility.,4.9,0.45,pending,
EV-4648db8f0ca0,APP-00107,LOG-000771,2024-04-22 00:00:00,candidate_message,candidate_facing,"Good afternoon, still sorting a few thigns internally, can I get back to u tomorrow?",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,,Candidate mentioned current employer reached out. Sounded less certain today. Flagging for visibility.,4.9,0.6,pending,
EV-b9493e55b4da,APP-00107,LOG-000772,2024-04-26 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today. Flagging for visibility.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Good afternoon, still sorting a few thigns internally, can I get back to u tomorrow?",Reconfirmed interest but tone was noticeably different than last call.,84.6,0.75,pending,
EV-71969756f1f0,APP-00107,LOG-000774,2024-05-04 00:00:00,recruiter_note,internal,Brief call - candidaate saiid manager asked to speak with them again. Will follow up later today.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Reconfirmed interest but tone was noticeably different than last call.,"My current company matched/beat the offer, so I have to stay. Sorry for the trouble. Thanks",26.8,0.75,pending,
EV-1e490304172b,APP-00114,LOG-000820,2024-03-13 00:00:00,candidate_message,candidate_facing,"sorry, one more questoin - is everything still on track?",candidate_questions,Candidate asks a direct question.,weak,wanted to make sue...,"Hi there, can you confirm again that nothing has changed on the offer?",79.3,0.45,pending,
EV-de0cf908e77b,APP-00114,LOG-000821,2024-03-21 00:00:00,candidate_message,candidate_facing,"Hi there, can you confirm again that nothing has changed on the offer?",candidate_questions,Candidate asks a direct question.,weak,"sorry, one more questoin - is everything still on track?",Caandidate withdrew from consideration.,47.9,0.45,pending,
EV-28402cf57439,APP-00115,LOG-000823,2025-02-10 00:00:00,recruiter_note,internal,Note: client requested start date be pushed. Notiied candidate. Flagging for visibility.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,,jusst want to plan accordingly - is thiis start date firm this time?,9.8,0.6,pending,
EV-b15d9bb235a9,APP-00115,LOG-000824,2025-02-11 00:00:00,candidate_message,candidate_facing,jusst want to plan accordingly - is thiis start date firm this time?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Note: client requested start date be pushed. Notiied candidate. Flagging for visibility.,Client requested start date be pushed. Notified candidate. Will check in again in a few days.,36.3,0.6,pending,
EV-938212b200d5,APP-00115,LOG-000824,2025-02-11 00:00:00,candidate_message,candidate_facing,jusst want to plan accordingly - is thiis start date firm this time?,candidate_questions,Candidate asks a direct question.,weak,Note: client requested start date be pushed. Notiied candidate. Flagging for visibility.,Client requested start date be pushed. Notified candidate. Will check in again in a few days.,36.3,0.45,pending,
EV-beb58b40e574,APP-00115,LOG-000825,2025-02-15 00:00:00,recruiter_note,internal,Client requested start date be pushed. Notified candidate. Will check in again in a few days.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,jusst want to plan accordingly - is thiis start date firm this time?,"Hey, just want to plan accordingly - is this start date firm this time?",60.9,0.6,pending,
EV-2c7e522d7ba2,APP-00115,LOG-000826,2025-02-21 00:00:00,candidate_message,candidate_facing,"Hey, just want to plan accordingly - is this start date firm this time?",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Client requested start date be pushed. Notified candidate. Will check in again in a few days.,"Hi there, just want to plan accordingly - is this start date firm this time? Besst",45.1,0.6,pending,
EV-715a21d3c370,APP-00115,LOG-000826,2025-02-21 00:00:00,candidate_message,candidate_facing,"Hey, just want to plan accordingly - is this start date firm this time?",candidate_questions,Candidate asks a direct question.,weak,Client requested start date be pushed. Notified candidate. Will check in again in a few days.,"Hi there, just want to plan accordingly - is this start date firm this time? Besst",45.1,0.45,pending,
EV-eb855bc4bea6,APP-00115,LOG-000827,2025-02-27 00:00:00,candidate_message,candidate_facing,"Hi there, just want to plan accordingly - is this start date firm this time? Besst",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Hey, just want to plan accordingly - is this start date firm this time?",,91.1,0.6,pending,
EV-f2ca624565ff,APP-00122,LOG-000872,2024-04-25 00:00:00,withdrawal_statement,candidate_facing,"not going to be able to move forward, personal reasons.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"understood, thank you.",,29.6,0.75,pending,
EV-98bccecde657,APP-00122,LOG-000872,2024-04-25 00:00:00,withdrawal_statement,candidate_facing,"not going to be able to move forward, personal reasons.",contradictory_information,Stated reason is brief/generic; may warrant comparison against surrounding evidence.,weak,"understood, thank you.",,29.6,0.45,pending,
EV-a148db0dbef5,APP-00123,LOG-000873,2024-11-18 00:00:00,candidate_message,candidate_facing,just want to plan accordingly - is this start date fim this time? Talk soon,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,,just want to plan accordingly - is tis start date firm this time?,1.6,0.6,pending,
EV-31b2b4f4ab32,APP-00123,LOG-000874,2024-11-21 00:00:00,candidate_message,candidate_facing,just want to plan accordingly - is tis start date firm this time?,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,just want to plan accordingly - is this start date fim this time? Talk soon,"Start date moved again per client request, candidate updated. Will chekc in again in a few days.",4.7,0.6,pending,
EV-10684e597e4e,APP-00123,LOG-000874,2024-11-21 00:00:00,candidate_message,candidate_facing,just want to plan accordingly - is tis start date firm this time?,candidate_questions,Candidate asks a direct question.,weak,just want to plan accordingly - is this start date fim this time? Talk soon,"Start date moved again per client request, candidate updated. Will chekc in again in a few days.",4.7,0.45,pending,
EV-0edda129b9d2,APP-00123,LOG-000875,2024-11-23 00:00:00,recruiter_note,internal,"Start date moved again per client request, candidate updated. Will chekc in again in a few days.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,just want to plan accordingly - is tis start date firm this time?,"Quick note - interview completed, feedback pending from client.",4.2,0.6,pending,
EV-6491a73d1e66,APP-00123,LOG-000877,2024-12-05 00:00:00,recruiter_note,internal,Client requested start date be pushed. Notified candidate.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Quick note - interview completed, feedback pending from client.","Start date moved again per client request, candidate updated. Willl check in again in a few days.",6.5,0.6,pending,
EV-93513c0ad0d2,APP-00123,LOG-000878,2024-12-15 00:00:00,recruiter_note,internal,"Start date moved again per client request, candidate updated. Willl check in again in a few days.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Client requested start date be pushed. Notified candidate.,"Hey, With the start date moving again I can't kep this open any longer, sorry to withdraw.",4.8,0.6,pending,
