evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-78976bddbacc,APP-00584,just wanted to confirm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-c46900ccd7dc,APP-00584,just wanted to confrm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-be793aba4525,APP-00584,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-f0cd9bd28538,APP-00584,just wanted to cnofirm again whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-0a7ca5823c3f,APP-00584,"Hey, sorry to ask again, but wat should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-363e8a4942f8,APP-00584,"Hey, sorry to ask again, but wat should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-d0f1e034252b,APP-00585,"Discussed shift schedule concerns with candidate, checked with client on flexibility. Will circle back if anything changes.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-e29ee42643cb,APP-00585,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-03f692f5f8fc,APP-00585,"God morning, is there any flexibility on the shft strt time?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-b7f05711a5c6,APP-00585,"the schedule might conflict with childcare, seeing what I can work out.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-89731281e805,APP-00585,"the schedule mght conflict with childcare, seeing what I can work out.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-e35e2d21f7f8,APP-00585,"the schedule might conflict wiith childcare, seeing what I can work out. Talk soon",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-dedea01ec04b,APP-00585,"The shift doesn't work with my childccare situation, sorry, have to pass.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-8f6995ec099d,APP-00585,"The shift doesn't work with my childccare situation, sorry, have to pass.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,pending,,,,,,
EV-ba2088b4e891,APP-00586,"Candidate asked about contract length/conversion path, gave what info we have.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-8b8425c15440,APP-00586,"Per today's call, candidate asked about contract length/conversion path, gave what info we have. Nothing further to add right now.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-a94e9a0a69bb,APP-00586,"Not comfortable with how open-ended the contract length is, giong to pass.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-328855d4338e,APP-00587,"thought this was hybrid, want to make sure I understand the schedule. Best",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-9af18464d82b,APP-00587,"thought this was hybrid, want to make sure I understand the schedule. Best",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-ad361994e203,APP-00587,"thought this was hybrid, want to...",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-16479fb6515a,APP-00587,"thought this was hybrid, want to...",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-95e02843e496,APP-00589,wanted to duble check the parking/badge situaation one more time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-5f2008ba49c1,APP-00589,wanted to double check the parking/badge situation one mre time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-de2660e86a3d,APP-00589,wanted to double check the parking/badge situation one more time. Appreciate it,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-9ecee805fc1f,APP-00589,just wanted to confirm aagin whether the start date is completely locked.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-c957b19611ce,APP-00589,Sent onboarding checklist again per candidate request. Noted for the file.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-41636a13c682,APP-00589,wanted to double check the parking/badge situatin one more time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-67db98b27fb9,APP-00589,"FYI, sent onboarding checklist again per candidate request. Keeping an eye on this one.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1229c1e299f6,APP-00589,"Hello, waanted to double check the parking/badge situation one more time.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-5e2ae1ebeafa,APP-00590,Candidate confirmed all onboarding steps complete. Flagging for visibility.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-41a04c808cff,APP-00590,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-3970e1f27975,APP-00590,"sounds good, thannk you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-48be1aeefbe6,APP-00590,"sounds good, thank",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-f013fd8d5291,APP-00591,my current manager wants to talk again before I finalze anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-d17aca967588,APP-00591,my current manager wants to,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-b39ecff4a07b,APP-00591,"current emplooyer found out and wants to keep me, going back and forth on it. Thanks!",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-85fc231d55e1,APP-00591,my current manager waants to talk again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-16041b5b005c,APP-00591,"Hello, things came up at my current job, need a bit more time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-7059640b03d9,APP-00591,"Hello, things came up at my current job, need a bit more time to think.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-118f31ff6cc0,APP-00595,"Candidate surprissed by onsite expectation, discussed further with client. No action needed at this time.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-391485a187cf,APP-00595,"Clarified work arrangement with candidate, some confusion from job posting language.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-beee231e876c,APP-00595,"Clarified work arrangement with candidate, some confusion from job posting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-22337e2d9e25,APP-00595,"Hi, can you clarify how many dayys onsite are expected?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-7acceefa30d2,APP-00595,"Hi, can you clarify how many dayys onsite are expected?",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-37e3bc21f6fe,APP-00595,"Hi, can you clarify how many dayys onsite are expected?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-815c8cc29bc0,APP-00595,"thought this was hybrid, want to make sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-a42969788e97,APP-00595,"thought this was hybrid, want to make sure I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-183ad5b5e64a,APP-00595,"Clarified work arrangement with candidate, some confusion from job psoting language.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-1be4eeb78764,APP-00595,"Clarified work arrangement with candidate, some confusion from job psoting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-26d4a67db490,APP-00595,"Candidate surprised by onsite expectation, discussed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-5b65dea7e132,APP-00595,"wait, is this fully remote or do I need to come in sometimes?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-386a8b12f457,APP-00595,"wait, is this fully remote or do I need to come in sometimes?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-f630a983a2f0,APP-00596,"Candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-1cd364320744,APP-00596,"Candidate mentioned competing process, seems to be weighing both. Will follow up early nxet week.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-0a1f994b4e63,APP-00596,"got some news on the other rloe I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-23bdcf2984a0,APP-00598,need to sort out some family logistics before I can lock in a start date.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-33b683f33a34,APP-00598,need to sort out some family logistics bfeore I can lock in a start date.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-6f0a90fe1c64,APP-00598,"Some things cae up at home and I won't be able to move forward, sorry for the trouble.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,pending,,,,,,
EV-4824689147d8,APP-00599,Candidate disclosed a parallel process with another firm. Discussed timeline expectations.,alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-310ad871d931,APP-00599,"Hi there, I'm also in process with another company, wanted to be trnsparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-d650ce76d0f0,APP-00599,"Hi there, The other process moved fatser and I've committed there instead.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-f5aa7d457936,APP-00600,Candidate mentioned current employer reached out. Sounded less certain today.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-b125743b21ba,APP-00600,Candidate mentioned current employer reached out. Sounded less certain today. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-ecb8d2b7b493,APP-00600,Brief call - candidate said manager asked to speak with them again. Wil follow up in a day or two.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-580f8cf97818,APP-00600,Brief call - candidate said manager asked to speak with them again. Will follow up soon. Will circle back if anything changes.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-d7e1e0ecba09,APP-00600,"Hi there, stll sorting a few things internally, can I get back to you by end of week?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-1d4b76a3c8b8,APP-00600,"current employer found out and waants to keep me, ging back and forth on it.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-6ed5dbdf9ff9,APP-00600,"things came up at my current job, need a bit moe time to think. Appreciate it",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-f2017ea951ec,APP-00600,"Hello, After a lot of bakc and forth I'm going to stay at my current job.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-33c3f2dfd6b3,APP-00601,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1d5295d9fe84,APP-00602,"thanks so much for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-ec8d4245d2d5,APP-00602,"thanks so much for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-fc99cdbb15da,APP-00602,"really looking forward to getting started, thankks for everything.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-9f155f44cc48,APP-00603,"Hello, wanted to double chek the parking/badge situation one more time.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-acf9214677df,APP-00603,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-e4dbed46b6a2,APP-00603,"Candidte asked severla onboarding logistics questions, answerred all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-588286a248f1,APP-00603,"Candidate asked several onboarding logistics questions, answered all of them. Nothing further to add right now.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-7f119873f781,APP-00603,just wanted to confirm again wheter the start date...,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-07a0d1fee0c6,APP-00603,"sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-7a483041f3cc,APP-00603,"sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-90c0fda32f26,APP-00603,Sent onboarding checklist again per candidate request.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-f57733994fb5,APP-00603,"Quick note - candidate asked seveeral onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-09393427c939,APP-00603,"Good afternoon, sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-252a9050fe89,APP-00603,"Good afternoon, sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-fbaeecc625d4,APP-00604,"thought this was hybrid, want to make sure I uderstand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-d84665811b2a,APP-00604,"thought this was hybrid, want to make sure I uderstand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-d9c08fa0a761,APP-00604,"Clariied work arrangement with candidate, some confusion frm job posting language. Keeping an eye on this one.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-861cc4f522c8,APP-00606,when do benefits kick in exactly?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-252a9cefd2b4,APP-00606,wheen do benefits kick in exactly?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-a5178becba6d,APP-00608,"still not totally clear on the health insurance options, can you send details again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-a72c5f194d3c,APP-00608,"still not totally clear on the health insurance options, can you send details again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-905ed0174639,APP-00608,"still not totally clear on the healtth insurance options, can you send details again?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-f57d13e50f75,APP-00609,"Hi there, any update on the background check? just want to plan around it. Thaks",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-a807495f68a2,APP-00609,"Hi there, any update on the background check? just want to plan around it. Thaks",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-45d30da32079,APP-00609,is the delay normal? getting a little anxious aout the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-1bcb1a558a2f,APP-00609,is the delay normal? getting a litle anxious about the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-2c2ae3396168,APP-00609,"Cllient background vendor running behind, expect another few days.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-28b7f02d0ec9,APP-00609,is the delay normal? getting a little anxious about the timing. Talk soon,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-87fad82cd5b5,APP-00609,"Client backgorund vendor running behind, expct another few days. No acttion needed at this time.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-553014a0ecad,APP-00609,is the delay normal? getting a little anxious abuot the timing.,process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-165f44668694,APP-00610,"sounds good, thakn you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-4746b1db13e0,APP-00611,"Good afternoon, is this role likeyl to convert to permanent, or stay contract long term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-0d78420b18b8,APP-00611,"Good afternoon, is this role likeyl to convert to permanent, or stay contract long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-90dd8dc988e6,APP-00611,"Hi, just want to understand how stable this assignment is before I commit. Bet",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-9807dbceda37,APP-00611,"Candidate askeed about contract length/conversion path, gave what info we have. Flagging for visibility.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-a0d95668213a,APP-00614,"Good morning, can u claify how many days onsite are expected?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-577d07412b6f,APP-00614,"Good morning, can u claify how many days onsite are expected?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-09644ba4f805,APP-00614,"Candidate surprised by onsite expectation, discussed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-a014904d1bb1,APP-00614,"Hello, thought tis was hybrid, want to make sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-7a43437ef61d,APP-00614,can you carify how many days onsite are expected?,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-c8de6d531b15,APP-00614,can you carify how many days onsite are expected?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-65593f98c8ee,APP-00614,"Clarified work arrangement with candidate, some confusion from job posting language. Keeping an eye on this one.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-4c3aea8e0f5c,APP-00614,"Clarified work arrangement with candidate, some confusion from job posting language. Keeping an eye on this one.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-e8d1df3a9116,APP-00614,can you clarify how many days onsite are expected? Bets,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-de42f0eadfe0,APP-00614,can you clarify how many days onsite are expected? Bets,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-a8794ac114d5,APP-00614,"thought this was hybrid, want to make surre I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-6e87c157ce75,APP-00614,"thought this was hybrid, want to make surre I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-8a7aa28d6a75,APP-00615,"thankks so much for checking in, really appreciate how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-1171118c3a4b,APP-00615,"thankks so much for checking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-14ff8baff958,APP-00615,"Hello, thanks so much for checking in, really apprecite how on top of this you've been!",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-a199e04683f2,APP-00615,"Hi, thanks so much for cehcking in, really appreciate how on top of this you've been!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-76c471a9aa10,APP-00617,sounds good to me.,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-b62d7f2caf54,APP-00618,"Good morning, wanted to cheeck in, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-ae4b8a83856a,APP-00618,"Good morning, wanted to cheeck in, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-2cdc0ccd4cff,APP-00618,"Hey, quick update, any news on neext steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-e95d20fb4023,APP-00618,"Hey, quick update, any news on neext steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-0a0a168c6e2b,APP-00618,"Good afternoon, following up again - wanted to make surre evrything is still on track.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-0c996119b7db,APP-00618,following up again - wanted to make sure everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-4ad7b6580145,APP-00618,following up again - wanted to make sure everything is still on track. Talk soon,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-440f459c6e93,APP-00621,"still thinking about the comp, want to make sure the math works out. Appeciate it",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-79e07e419879,APP-00621,"still thinking about the comp, want to make sure the math works out. Appeciate it",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-6dc235d3b327,APP-00621,"Hi, the rate is a little lower than I was expecting honestly. Thanks!",compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-6dcc0c7773cd,APP-00621,"still thinking about the comp, want to make sure the math wors out. Thank you",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-b96f617a71b3,APP-00621,"still thinking about the comp, want to make sure the math wors out. Thank you",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-a48ec436fda0,APP-00623,really appreciate you thinnking of me...,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-8f1582a5662c,APP-00626,"Good morning, wait, I thought tihs role was more focused on client support, is that still the case?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-7433f678ad5b,APP-00626,"Good morning, wait, I thought this role was more focused on the technical side, is taht still the case?",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-3be8c3d63915,APP-00626,"Good morning, wait, I thought this role was more focused on the technical side, is taht still the case?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-47e3e96babc5,APP-00626,"Good morning, the scope sounds a little different than what we discussed earlier. Thannk you",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-a0b3dbeda817,APP-00631,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-144008e954fe,APP-00632,Working wih candidate and client to adjust start date aroound notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-fd02872b1234,APP-00632,"my current employer wants threee weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-0621f730d14b,APP-00632,"my current employer wants threee weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-dfe60b6142ca,APP-00633,Candidate confirmed all onboarding steps complete. No ation needed at this time.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-4bf1598fbcec,APP-00635,"Offer letter delayed on cliient side, candidate starting to ask about it.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-1b4dfa959d3c,APP-00635,"Offer letter delayed on cliient side, candidate starting to ask about it.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-ee72f1a65b9e,APP-00635,"Hi, just checking, did the offer leetter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-07646e953214,APP-00635,"still waiting on the paperwork, I think just making srue nothing got lost. thx",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-fcebb683dd76,APP-00635,"still waiting on the paperwork, I think just making srue nothing got lost. thx",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-f3ec73384d27,APP-00639,"wanted to make sure I didn't msis any steps, following up again. Best",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-15b20d4a338c,APP-00639,juts want to triple check the start date is still next Monday? Thnak you,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-fc0122dd9f8c,APP-00640,"Candidate asked about contract length/conversion path, gave what info we have. Flagging for visibility.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-415f0ff76181,APP-00640,not sure if thhis matters but how long do these contracts usually run at this client?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-83097d891436,APP-00640,just watn to understand how stable this assignment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-c9fd7e395ed7,APP-00640,not 100% sure but how long do these contracts usaully run at this client?,certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-c2b1160dd152,APP-00640,not 100% sure but how long do these contracts usaully run at this client?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-c0152c31c81b,APP-00640,"Hi, just want to understand how stable this assignment is before I commit.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-10117bde6bcc,APP-00640,"Hi there, wanted to flag, how long do these conrtacts usually run at this client?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-50257bad97a0,APP-00640,"Good afternoon, is this role likely to convert to permanent, or stay contract long term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-bc4ec36ee44a,APP-00640,"Good afternoon, is this role likely to convert to permanent, or stay contract long term?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-1a7385cba69b,APP-00641,Update - candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-d0be7f0ca54e,APP-00643,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-cc1a8386470c,APP-00643,"Per today's call, candidate confirmed all onboarding steps complete.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-dda4f536671b,APP-00643,"sounds good, tahnk you! Thank you",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-331d3828f3b9,APP-00643,"great, see you then. Talk soon",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-4a697412eff6,APP-00643,"Hello, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-c11d2a724e0d,APP-00645,the scope sounds a little different tan what we discussed earlier.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-807b224fdc62,APP-00645,"Good afternoon, the scope sounds a little different tahn what we discussed earlier.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-adb70019a2f8,APP-00645,"wait, I thought this role was more focused...",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-e9743d1d1485,APP-00645,Clarified updated role scope with candidate after client changed requirements.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
