evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-ce17d86a106f,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-4f12a434b31a,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9bd1640b641f,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fe90ba113e1c,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-77148c3e2f08,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-5fcf79b9039a,36,36,True,1,False,True,medium,same_application_duplicate,exact text repeated 36x overall; also repeated within the same application; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-945a060cd3e9,36,36,True,1,False,True,medium,same_application_duplicate,exact text repeated 36x overall; also repeated within the same application; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-abcf44f43849,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4acb1d756839,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-bdc8eb925ed6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-213ac0235161,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7cf431636d56,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-4c35480d2027,26,26,True,2,True,True,medium,same_application_duplicate,exact text repeated 26x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-f4c446b11884,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-1a1832096fd2,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d56b7e6984c6,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-157f4bb7adb7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b8f478998384,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-190662c8cded,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d508b03a3b79,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2e6f2c8e2be7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-63190589017d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-eb7185b7d2b3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-72413b1d4e67,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5731db9586f5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5f91b1e65566,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-4a6efc31637f,5,5,False,1,False,False,medium,repeated_but_usable,exact text repeated 5x overall
EV-f80046f14e92,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-69c7cd1da171,36,36,False,1,False,True,medium,likely_template,exact text repeated 36x overall; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-3dc105ace9dd,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 12 distinct applications (>= 8 treated as template-scale)
EV-1754563b482b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-220652264e1e,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-f26b176d7dd3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-773086521fc7,19,19,False,1,False,True,low,likely_template,exact text repeated 19x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-46d9a95b9eb3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-81839abe259f,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-580850155210,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-fd76116f9a25,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8aab2ffee5e1,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-39a8b812cff7,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-007e31234e2d,24,24,True,2,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-76c2d0903ff6,24,24,True,2,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-5d112d2b9010,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-629dabfab24b,31,31,True,1,False,True,medium,same_application_duplicate,exact text repeated 31x overall; also repeated within the same application; appears across 24 distinct applications (>= 8 treated as template-scale)
EV-04e6d2eaf9f4,31,31,True,1,False,True,medium,same_application_duplicate,exact text repeated 31x overall; also repeated within the same application; appears across 24 distinct applications (>= 8 treated as template-scale)
EV-973113c1b3e1,7,7,False,1,False,False,high,repeated_but_usable,exact text repeated 7x overall
EV-e5e85aa91e3e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d16225e7782d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8e83140f1e60,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4c0c6b5f10a3,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-82452f1f3652,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-df6679581609,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-87573262cb71,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0aa2835ca14a,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-d4bf74a0cce1,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ccb1a69c2642,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3be82f9c35c9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-475eb46d272c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f8374152cbf1,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-f58758444716,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-102d317b49c9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-03cb10652d0d,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-f8b0503b4205,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-e4d9922f7377,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-ceb9f52760a6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7a397c23de12,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a7b3c57251e5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3a838f1b98fa,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-70622e978c7e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d2ce03c611fb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-86073ef15634,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-de1d0ee86942,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-844e179ed08f,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-4f894599fac2,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ad0e9b1e9231,25,25,False,1,False,True,medium,likely_template,exact text repeated 25x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-ce2bef0774b7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8b96c387affb,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2e8568516eed,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-cf57c166d498,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-3dbd348390ee,15,15,True,1,False,True,medium,same_application_duplicate,exact text repeated 15x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-e64dfe2c1f12,15,15,True,1,False,True,medium,same_application_duplicate,exact text repeated 15x overall; also repeated within the same application; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-0bbb8a000adb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-3a9e19984ca2,44,44,False,1,False,True,medium,likely_template,exact text repeated 44x overall; appears across 29 distinct applications (>= 8 treated as template-scale)
EV-a062e9eb1e1b,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-58ada8283e8b,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fd8b7bcaa150,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-3f2c56efa168,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-43fcd3da5296,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-97e6f427e341,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-05b0019863de,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a1ea3089e3b5,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-3025b9fa376e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a520ef6495a1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9d81e6b5b541,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8c248e2a80e3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-397d067e2392,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0186f04648d1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b0db99719ca9,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a674cadbf713,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-327c76ee0bf1,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-a251ab3ec133,14,14,False,1,False,True,medium,likely_template,exact text repeated 14x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-8333cd30d97a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-bacedebf3b67,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-6e9f9a050c9a,29,29,False,1,False,True,medium,likely_template,exact text repeated 29x overall; appears across 23 distinct applications (>= 8 treated as template-scale)
EV-c08bca1edab0,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-a27fb7a9ca72,24,24,False,1,False,True,medium,likely_template,exact text repeated 24x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-c486e445f584,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-16db9b23936f,10,10,True,2,True,False,high,same_application_duplicate,exact text repeated 10x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-564d42381b54,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2308d5dc803f,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-96a9c2772035,9,9,True,3,True,False,high,same_application_duplicate,exact text repeated 9x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-3318b105c11e,9,9,True,3,True,False,high,same_application_duplicate,exact text repeated 9x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-942177487e8a,9,9,True,3,True,False,high,same_application_duplicate,exact text repeated 9x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-af857e156428,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d9a03154535a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c509b63a600a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2ed887d2a382,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d4219bec48e3,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-fb6a89648903,21,21,False,1,False,True,medium,likely_template,exact text repeated 21x overall; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-736b0849c14b,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-1713f37f055a,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-1ef52a546ed3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8764d557b1cb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ee7fbb82d593,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b57f9a96f921,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-90aa6163893e,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-dc29343468cc,33,33,False,1,False,True,medium,likely_template,exact text repeated 33x overall; appears across 26 distinct applications (>= 8 treated as template-scale)
EV-414609db2d06,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b7e632930079,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0826ec85dc7b,33,33,True,1,False,True,medium,same_application_duplicate,exact text repeated 33x overall; also repeated within the same application; appears across 26 distinct applications (>= 8 treated as template-scale)
EV-2d4f89d18882,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-bb5e0cbca08a,31,31,False,1,False,True,medium,likely_template,exact text repeated 31x overall; appears across 24 distinct applications (>= 8 treated as template-scale)
EV-c1af70cf9f53,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-091d3c3def96,9,9,False,1,False,False,high,repeated_but_usable,exact text repeated 9x overall
EV-0aa19291e7c3,33,33,True,1,False,True,medium,same_application_duplicate,exact text repeated 33x overall; also repeated within the same application; appears across 26 distinct applications (>= 8 treated as template-scale)
EV-0dcfb0a7b7fa,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-756d0fc8875b,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-48c4ae780c40,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2d50ffd344ae,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7f349dfbadb7,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-2aae1d116794,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a259854a7e34,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-db6ec5595534,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d8ccdf43f1f9,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9a1000233105,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e1dcc3baba04,5,5,False,1,False,False,high,repeated_but_usable,exact text repeated 5x overall
EV-a4230586f763,36,36,False,1,False,True,medium,likely_template,exact text repeated 36x overall; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-b4740411b11d,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7a320b965bb6,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-ddd2603a21b5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-739bc2a44512,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2f2169bd3e2a,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e536918d866c,12,12,True,2,True,False,high,same_application_duplicate,exact text repeated 12x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1a53a719badc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ec24c1a7fa29,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-33ad11c18091,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-f20a429ed968,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-720c5df1504c,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6481cfbb9d99,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-38b96c42f568,17,17,False,1,False,True,medium,likely_template,exact text repeated 17x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-ecb0bd427548,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-97724a87ee13,18,18,True,2,True,True,medium,same_application_duplicate,exact text repeated 18x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-f4aab1f3f23d,18,18,True,2,True,True,medium,same_application_duplicate,exact text repeated 18x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-11a34a10a3ac,6,6,True,2,True,False,medium,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a2b300088a82,6,6,True,2,True,False,medium,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f0e4d1b76b81,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-03be5a7ee216,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-da94a9b47bf4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4dc4f67c2f61,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e999a28457f9,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-14e7ca96cc45,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-266bb26abdfe,6,6,True,3,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-672a45e3b242,13,13,False,1,False,True,medium,likely_template,exact text repeated 13x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-4e407a0494f9,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c0644e82bd85,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-536893023f16,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-19bb394faebb,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-35a03be092cf,18,18,False,1,False,True,medium,likely_template,exact text repeated 18x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-a2f57ef39a43,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-4bf4ece29ea8,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f98a7e2292d6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-689d80d3a01f,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1a9dfe113a0a,6,6,True,2,True,False,high,same_application_duplicate,exact text repeated 6x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-92b74a5d5354,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7fbb82f2f71c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-101bbd0e287d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-cb8945905e18,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-787afb6f3613,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-84a44306e698,14,14,True,2,True,False,high,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b461ef934163,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-4b486da028ef,36,36,False,1,False,True,medium,likely_template,exact text repeated 36x overall; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-3dab9da414a3,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4bce339de75d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3a7c68b10f0e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7de41a18d764,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ca9888f544e8,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-52de4ce9d8d4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-8bab5c3240c0,14,14,True,1,False,True,medium,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-e6d7ab9a9cfc,14,14,True,1,False,True,medium,same_application_duplicate,exact text repeated 14x overall; also repeated within the same application; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-3d61d6c21ca6,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-54addaeb705d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a40845ceea37,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-682ce4b2fe00,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-caaeeea83de9,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-7e8af6f9e5e6,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1987de14fad2,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-01d13555f6bc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-61d2fa7d4afc,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ed3671ce3b41,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-23c39b2c6d3c,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-d48e50754683,11,11,False,1,False,True,medium,likely_template,exact text repeated 11x overall; appears across 11 distinct applications (>= 8 treated as template-scale)
EV-b47a3998bd56,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-05b82992db51,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-db9f14435d3a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e170378325df,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-28db967dfa76,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-7bcc6ad8debb,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1cc2067aadcc,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-c98e56ef2645,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-be50f0642b26,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-1d95896f7867,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-36172794ce3f,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-05c554f8f6e1,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-69d5711cdd21,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-26fbf4b6c36a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-197e0a7205b1,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-379a27775ee4,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b75ace46482f,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2dd0b18b5941,12,12,False,1,False,True,medium,likely_template,exact text repeated 12x overall; appears across 10 distinct applications (>= 8 treated as template-scale)
EV-aed3e6573cc9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a7c5ac397d60,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-faf1969265fb,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-bb9e82e3c057,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-bd5be7181ba9,13,13,False,1,False,True,medium,likely_template,exact text repeated 13x overall; appears across 13 distinct applications (>= 8 treated as template-scale)
EV-e3ac23578bce,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c54ff7d4b210,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-d2c71749bcfb,36,36,False,1,False,True,medium,likely_template,exact text repeated 36x overall; appears across 31 distinct applications (>= 8 treated as template-scale)
EV-9c2624e967f2,16,16,True,1,False,True,medium,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-d56b673ee92c,16,16,True,1,False,True,medium,same_application_duplicate,exact text repeated 16x overall; also repeated within the same application; appears across 15 distinct applications (>= 8 treated as template-scale)
