log_id,application_id,timestamp,source_type,direction,text,word_count,response_latency_hours
LOG-003520,APP-00514,2024-03-08,candidate_message,candidate_facing,jut want to understand how stable this assignment is before I commit.,12,68.1
LOG-003521,APP-00514,2024-03-25,recruiter_note,internal,"Candidate asked aout contract length/conversion path, gave what info we have.",11,75.6
LOG-003522,APP-00515,2024-11-15,recruiter_note,internal,"Weekly touchpoint completed, candidate expressed appreciation for communication.",8,10.1
LOG-003523,APP-00515,2024-11-25,candidate_message,candidate_facing,"Hello, this has been a great process, thank you for all the updates. Talk soon",15,51.6
LOG-003524,APP-00515,2024-12-19,candidate_message,candidate_facing,"Hi, really looking forward to getting started, thanks for everything.",10,66.4
LOG-003525,APP-00516,2024-12-12,candidate_message,candidate_facing,boss is asking me to staay longer than I expected to finish up a project.,15,3.9
LOG-003526,APP-00516,2024-12-14,recruiter_note,internal,Discussed notice period - candidate's current employer requesting longer transition. Will circle back if anything changes.,16,2.3
LOG-003527,APP-00516,2024-12-15,candidate_message,candidate_facing,boss is asking me to stay longer than I expected to finiish up a project.,15,7.6
LOG-003528,APP-00516,2024-12-16,recruiter_note,internal,Working with canddiate and client to adjust start daet around notice period. Flaggng for visibility.,15,5.9
LOG-003529,APP-00516,2024-12-22,candidate_message,candidate_facing,"Hello, trying to work out my notice period, might push the start datte a bit. Thanks!",16,2.8
LOG-003530,APP-00516,2024-12-27,withdrawal_statement,candidate_facing,"Couldn't get released from my current job in time, sorry, have to step back.",14,3.4
LOG-003531,APP-00517,2025-05-20,recruiter_note,internal,No upate sent to candidate in several days - overdue for a call. Nothing further to add right now.,19,10.0
LOG-003532,APP-00517,2025-05-29,recruiter_note,internal,"Candidate reached out asking for status, we had gone quiet on our end. Flagging for visibility.",16,5.9
LOG-003533,APP-00517,2025-06-25,recruiter_note,internal,"Update - missed scheduled check-in wiht candidate this week, ned to follow up. Wil check in again in a few days.",21,8.8
LOG-003534,APP-00517,2025-07-04,candidate_message,candidate_facing,"one more question, any news on nxet steps?",8,6.8
LOG-003535,APP-00518,2025-07-03,candidate_message,candidate_facing,is there any flexibility on the shift start time? Talk soon,11,11.2
LOG-003536,APP-00518,2025-07-06,recruiter_note,internal,"Note: discussed shift schedule concerns with candidate, checked with client on flexibility. Keeping an eye on this one.",18,5.2
LOG-003537,APP-00518,2025-07-18,candidate_message,candidate_facing,"Hi, is there any flexibility on the shift sttart time?",10,7.0
LOG-003538,APP-00518,2025-07-21,recruiter_note,internal,"Per today's call, discussed shift schedule concens with candidate, checked with client on flexibility. Nothing furtehr to add right now.",20,8.2
LOG-003539,APP-00518,2025-07-21,recruiter_note,internal,"Discussed shift schedule cnocerns with candidate, checked with client on flexibility. Nothing further to add right now.",17,8.3
LOG-003540,APP-00518,2025-07-24,withdrawal_statement,candidate_facing,"Couldn't make the schedule work on my end after all, sory for the trouble.",14,6.2
LOG-003541,APP-00519,2024-12-14,candidate_message,candidate_facing,"Hey, I'm also in processs with another company, wanted to be transparent about that.",14,10.2
LOG-003542,APP-00519,2024-12-14,recruiter_note,internal,"Candidate mentioend competing process, seems to be weighing both. Flagging for visibility.",12,1.9
LOG-003543,APP-00519,2024-12-20,recruiter_note,internal,"Note: candidate menttioned competing process, seems to be weighing both. Keeping an eye on this one.",16,6.9
LOG-003544,APP-00519,2024-12-31,recruiter_note,internal,Asked directly about other offers - candidate confirmed one other active process. Nothing further to add right now.,18,5.8
LOG-003545,APP-00519,2025-01-04,candidate_message,candidate_facing,"Good afternoon, I'm also in process witth another company, wanted to be transparent about that.",15,5.1
LOG-003546,APP-00520,2024-03-18,recruiter_note,internal,"Candidate mntioned competing process, seems to be weighing both. Noted for the file.",13,6.2
LOG-003547,APP-00520,2024-03-20,recruiter_note,internal,Candidaate disclosed a parallel process with another firm. Discussed timeline expectations.,11,5.1
LOG-003548,APP-00520,2024-03-22,candidate_message,candidate_facing,"have another opportunity moving along too, trying to figure out timing. Thanks",12,5.0
LOG-003549,APP-00520,2024-03-24,recruiter_note,internal,Candidate disclosed a parallel process with another firm. Discussed timeline expectations.,11,7.1
LOG-003550,APP-00520,2024-03-28,candidate_message,candidate_facing,"have another opportunity moving along too, trying to figure out timing.",11,6.0
LOG-003551,APP-00520,2024-03-30,recruiter_note,internal,"Candidate mentioned competing process, seems to be weiighing both. Flagging for visibility.",12,8.8
LOG-003552,APP-00520,2024-03-30,candidate_message,candidate_facing,"juggling a couple things right now, should knw more by tomorrow.",11,7.6
LOG-003553,APP-00520,2024-04-01,candidate_message,candidate_facing,"juggling a copule things right now, should know more by tomorrow. Best",12,3.4
LOG-003554,APP-00520,2024-04-02,candidate_message,candidate_facing,"I'm aso in process with another company, wanted to be transparent about that.",13,3.1
LOG-003555,APP-00520,2024-04-02,candidate_message,candidate_facing,"have another opportunity moving aloong too, trying to figure out timing.",11,7.0
LOG-003556,APP-00520,2024-04-03,recruiter_note,internal,Candidate disclosed a parallel process with another firm. Discussed timeline expectations. Noted for the file.,15,4.4
LOG-003557,APP-00520,2024-04-06,candidate_message,candidate_facing,"Good afternoon, have another opportunity moving along too, trynig to figure out timing.",13,2.1
LOG-003558,APP-00520,2024-04-08,candidate_message,candidate_facing,"got smoe news on the other role I mentioned, still deciding.",11,9.1
LOG-003559,APP-00520,2024-04-10,candidate_message,candidate_facing,"I'm also in proocess with another company, wanted to be transparent about that.",13,3.8
LOG-003560,APP-00520,2024-04-11,decline_statement,candidate_facing,"Decided to go with the ohter opportunity, thank you for considering me.",12,9.4
LOG-003561,APP-00521,2024-03-13,candidate_message,candidate_facing,"really loooking forward to getting started, thanks for everything.",9,4.5
LOG-003562,APP-00521,2024-03-20,candidate_message,candidate_facing,"Hey, thanks so mcuh for checking in, really appreciate how on top of this you've been!",16,11.5
LOG-003563,APP-00521,2024-04-01,candidate_message,candidate_facing,"ths has been a great process, thank you for all the updates.",12,12.5
LOG-003564,APP-00522,2024-06-15,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.",16,4.6
LOG-003565,APP-00522,2024-06-28,candidate_message,candidate_facing,"Hey, is there anything else I need to do before starting? want to be prepared.",15,32.5
LOG-003566,APP-00523,2025-01-23,candidate_message,candidate_facing,thanks for the update. Appreciate it,6,1.2
LOG-003567,APP-00523,2025-01-28,recruiter_note,internal,"Called candidate to confirm status, no issues reported.",8,63.3
LOG-003568,APP-00523,2025-02-09,candidate_message,candidate_facing,sounds good to me. Thank you,6,74.9
LOG-003569,APP-00523,2025-02-11,candidate_message,candidate_facing,"Hi there, thanks for clarifying that. Thnks",7,32.1
LOG-003570,APP-00523,2025-02-17,withdrawal_statement,candidate_facing,"Hey, I won't be moving forward with this role. Sorry for any inconvenience.",13,37.9
LOG-003571,APP-00524,2024-08-01,candidate_message,candidate_facing,"Good morning, still waiting on the paperwork, I think just making sure nothing got lost.",15,3.9
LOG-003572,APP-00524,2024-08-03,candidate_message,candidate_facing,"Hi there, still waiting on the paperwork, waned to flag, just making sure nothing got lost.",16,9.7
LOG-003573,APP-00524,2024-08-05,recruiter_note,internal,"Sent candidate an update on offer letter timeline, they were understanding.",11,3.3
LOG-003574,APP-00524,2024-08-05,recruiter_note,internal,"FYI, offer leetter delayed on client side, candidate starting to ask about it. Willl follow up early next week.",19,8.3
LOG-003575,APP-00524,2024-08-11,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated. Flagging for visibility.,13,9.9
LOG-003576,APP-00524,2024-08-13,candidate_message,candidate_facing,"just checking, did the offer letter go out yet? Talk soon",11,2.2
LOG-003577,APP-00524,2024-08-23,candidate_message,candidate_facing,"haven't seen anyything in my inbox, wanted to follow up.",10,7.6
LOG-003578,APP-00525,2024-10-06,candidate_message,candidate_facing,"Hey, great, see you then. Best",6,7.5
LOG-003579,APP-00525,2024-11-03,candidate_message,candidate_facing,"Good morning, sonds good, thank you!",6,6.0
LOG-003580,APP-00526,2024-12-12,candidate_message,candidate_facing,"Hi there, my current empolyer wants two weeks notice, is that going to be a problem?",16,2.0
LOG-003581,APP-00526,2024-12-14,recruiter_note,internal,Update - working with candidate and client to adjust start date around notice period.,14,28.3
LOG-003582,APP-00526,2024-12-14,candidate_message,candidate_facing,"my current employer wants two weeks notice, is that ging to be a problem?",14,6.3
LOG-003583,APP-00526,2024-12-15,interview_note,internal,Debriefed with hiring manager after interview - feedback to follow.,10,15.7
LOG-003584,APP-00526,2024-12-15,interview_note,internal,Debriefed with hiring manager after innterview - feedback to follow. Noted for the file.,14,8.7
LOG-003585,APP-00526,2024-12-15,candidate_message,candidate_facing,"Goood morning, bosss is asking me to stay longer than I expected to finish up a project.",17,9.0
LOG-003586,APP-00526,2024-12-25,withdrawal_statement,candidate_facing,"Couldn't get reelased from my current job in time, sorry, have to step back.",14,17.5
LOG-003587,APP-00527,2024-07-16,candidate_message,candidate_facing,"Good afternoon, understood, appreciatte it.",5,1.1
LOG-003588,APP-00527,2024-07-17,recruiter_note,internal,"FYI, routine pre-start confirmation call, no concerns. Keeping an eye on this one.",13,4.5
LOG-003589,APP-00527,2024-07-26,candidate_message,candidate_facing,"Good morning, soundds good, thank you!",6,7.4
LOG-003590,APP-00527,2024-07-29,candidate_message,candidate_facing,"sounsd good, thank you!",4,5.9
LOG-003591,APP-00527,2024-08-01,candidate_message,candidate_facing,"perfect, thanks for confirming.",4,9.8
LOG-003592,APP-00528,2025-02-08,recruiter_note,internal,Update - candidate said compensation was 'not a concern' but asked about job security three separate times. Keeping an eye on this one.,23,11.5
LOG-003593,APP-00528,2025-02-10,candidate_message,candidate_facing,had a conversation come up that I need to think through.,11,27.9
LOG-003594,APP-00528,2025-02-11,candidate_message,candidate_facing,had a conversation come up thta I need to think through.,11,41.4
LOG-003595,APP-00528,2025-02-12,candidate_message,candidate_facing,had a converrsation come up that I neeed to think through.,11,8.8
LOG-003596,APP-00528,2025-02-12,candidate_message,candidate_facing,"Hello, had a conversation come up tht I need to think through. Thanks",13,8.7
LOG-003597,APP-00528,2025-02-12,candidate_message,candidate_facing,"still figuring some things out on my end, not sure if this matters but nothing major.",16,10.8
LOG-003598,APP-00528,2025-02-19,recruiter_note,internal,Candidate mentioned a conversation with their current manager on last week. Later citd unrelated reason for withdrawal. Noted for the file.,21,74.8
LOG-003599,APP-00528,2025-02-21,candidate_message,candidate_facing,had a conversation come up tat I need to think through. Talk soon,13,37.0
LOG-003600,APP-00528,2025-02-21,recruiter_note,internal,Candidate said compensation was 'not a concern' but assked about job security three separate times. Will circle back if anything changes.,21,9.6
LOG-003601,APP-00528,2025-02-22,recruiter_note,internal,Note: candidate said compensation was 'not a concern' but aksed about job seurity three separate times.,16,24.0
LOG-003602,APP-00528,2025-02-22,candidate_message,candidate_facing,"Hi, still figuring somme things out on my end, I think nothing major.",13,0.2
LOG-003603,APP-00528,2025-02-22,candidate_message,candidate_facing,had a conversation comme up that I need to think through.,11,1.1
LOG-003604,APP-00528,2025-02-23,candidate_message,candidate_facing,"Hey, had a conversation come up that I need to thhink through.",12,25.0
LOG-003605,APP-00528,2025-02-23,decline_statement,candidate_facing,"Good afternoon, Canidate declined - thanked us for the opportunity. Thank you",12,8.3
LOG-003606,APP-00529,2025-01-14,candidate_message,candidate_facing,"stll sorting a few things internally, can I get back to",11,8.8
LOG-003607,APP-00529,2025-01-14,candidate_message,candidate_facing,got pulled into a conversation with my,7,10.4
LOG-003608,APP-00529,2025-01-18,recruiter_note,internal,Reconfirmed interest but tone was noticeably different than last call.,10,55.3
LOG-003609,APP-00529,2025-01-20,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today.,10,59.1
LOG-003610,APP-00529,2025-01-22,recruiter_note,internal,Reconfirmed interest but tone was noticeably different than last call.,10,44.7
LOG-003611,APP-00529,2025-01-26,candidate_message,candidate_facing,got pulled into a converastion with my current...,8,61.5
LOG-003612,APP-00529,2025-02-02,candidate_message,candidate_facing,"curernt employer found out and wants to keep me, going back and forth on it. Thank you",17,59.1
LOG-003613,APP-00529,2025-02-04,decline_statement,candidate_facing,"Hi there, Deciedd to stay put for now, appreciate you working wth me on this.",15,48.7
LOG-003614,APP-00530,2025-02-19,candidate_message,candidate_facing,"Hey, no problem, just wated to confirm.",7,2.1
LOG-003615,APP-00530,2025-02-27,candidate_message,candidate_facing,thanks for the update.,4,69.6
LOG-003616,APP-00530,2025-03-11,withdrawal_statement,candidate_facing,I won't be moving forward with...,6,87.4
LOG-003617,APP-00531,2024-05-22,recruiter_note,internal,"Standard check-in, no issues reported. Flagging for visibility.",8,12.0
LOG-003618,APP-00531,2024-05-28,candidate_message,candidate_facing,"perfect, thanks for confirming.",4,59.5
LOG-003619,APP-00531,2024-05-30,candidate_message,candidate_facing,"great, see you then.",4,36.8
LOG-003620,APP-00531,2024-06-05,candidate_message,candidate_facing,"sounds good, thank you!",4,60.9
LOG-003621,APP-00531,2024-06-05,candidate_message,candidate_facing,"sounds good, thank you!",4,6.8
LOG-003622,APP-00531,2024-06-23,candidate_message,candidate_facing,"Good afternoon, great, see you then. Tank you",8,79.9
LOG-003623,APP-00532,2024-11-21,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints frrom client. Will check in again in a few days.",18,4.1
LOG-003624,APP-00532,2024-11-24,interview_note,internal,"Per today's call, debriefed wtih hiring manager after interview - feedback to follow.",13,3.3
LOG-003625,APP-00532,2024-11-26,recruiter_note,internal,"Pushback on pay rate, explaiined bill rate constraints from client. Will follow up early next week.",16,3.6
LOG-003626,APP-00532,2024-12-09,candidate_message,candidate_facing,"still thinking about the comp, want to make sure the math wors out.",13,9.8
LOG-003627,APP-00532,2024-12-10,recruiter_note,internal,Quick note - candidate seems okay with comp after clarfying overtime/differential. Will check in again in a few days.,19,3.2
LOG-003628,APP-00532,2024-12-10,recruiter_note,internal,Candidate seems okay with commp after clarifying overtime/differential. Keeping an eye on this one.,14,2.7
LOG-003629,APP-00532,2024-12-11,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints from client.",10,6.7
LOG-003630,APP-00532,2024-12-11,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints from client.",10,3.7
LOG-003631,APP-00532,2024-12-16,candidate_message,candidate_facing,"appreciate the offer, just want to double check there's no romo on the rate.",14,3.2
LOG-003632,APP-00532,2024-12-16,candidate_message,candidate_facing,"can we revisit the pay rate, just to double check, it's close but not quite where I need it. Thankks",20,1.3
LOG-003633,APP-00532,2024-12-20,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints from client.",10,8.3
LOG-003634,APP-00532,2024-12-25,recruiter_note,internal,Candidate seems okay with comp after claifying overtime/differential. Keeping an eye on this one.,14,3.9
LOG-003635,APP-00532,2024-12-26,candidate_message,candidate_facing,"Good morning, can we revisit the pay rate, kind of it's close but not quite where I need it.",19,4.3
LOG-003636,APP-00532,2024-12-26,recruiter_note,internal,Candidate seems okay with comp after clarifying overtime/differential.,8,6.9
LOG-003637,APP-00532,2024-12-29,recruiter_note,internal,"Pushback on pay rate, explained bill rate constraints from client.",10,8.6
LOG-003638,APP-00533,2025-04-01,recruiter_note,internal,"Repeated confirmation request from candidate, reassured again. Will follow up early next week.",13,10.2
LOG-003639,APP-00533,2025-04-08,candidate_message,candidate_facing,can you confirm again that nothing has changed on the offer?,11,47.3
LOG-003640,APP-00533,2025-04-16,candidate_message,candidate_facing,can you confirm agan that nothing has changed on the offer?,11,84.4
LOG-003641,APP-00533,2025-04-26,recruiter_note,internal,"Note: repeated confirmation requeest frmo candidate, reassured again.",8,31.5
LOG-003642,APP-00534,2024-05-29,recruiter_note,internal,"Quick text exchange with candidate, all on track. Nothhing further to add right now.",14,6.0
LOG-003643,APP-00534,2024-05-31,recruiter_note,internal,"Touched baes wiith candidate, nothing new to report. Noted for the file.",12,48.8
LOG-003644,APP-00534,2024-06-04,candidate_message,candidate_facing,"not totally sure how that interview went, kind of it flet a little off.",14,73.9
LOG-003645,APP-00534,2024-06-16,decline_statement,candidate_facing,"After the interview I don't tihnk it's the right fit, going to pass.",13,78.7
LOG-003646,APP-00535,2025-03-26,candidate_message,candidate_facing,"perfect, tahnks for confirming. Best",5,6.8
LOG-003647,APP-00535,2025-04-02,recruiter_note,internal,Note: candidate confirmed all onboarding steps complete. Flagging for visibility.,10,6.6
LOG-003648,APP-00535,2025-04-07,candidate_message,candidate_facing,"Hello, perfect, thanks for confirming.",5,8.8
LOG-003649,APP-00535,2025-04-13,recruiter_note,internal,Candidate confirmed all onboarding steps complete.,6,8.4
LOG-003650,APP-00535,2025-04-14,candidate_message,candidate_facing,"Hi there, souds good, thank you! Appreciate it",8,3.1
LOG-003651,APP-00535,2025-04-14,candidate_message,candidate_facing,"great, see you...",3,1.9
LOG-003652,APP-00535,2025-04-17,recruiter_note,internal,"Routine pre-start conirmation call, no concerns.",6,5.5
LOG-003653,APP-00535,2025-04-21,candidate_message,candidate_facing,"understood, appreciate it.",3,4.4
LOG-003654,APP-00535,2025-04-22,candidate_message,candidate_facing,"perfect, thanks for confirming.",4,2.4
LOG-003655,APP-00535,2025-04-22,recruiter_note,internal,"Routine pre-start confirmation call, no concerns.",6,1.7
LOG-003656,APP-00535,2025-05-07,candidate_message,candidate_facing,"understood, appreciate it. Talk soon",5,4.8
LOG-003657,APP-00535,2025-05-14,recruiter_note,internal,"Routine pre-start confirmation call, no concerns. Flagging for visibility.",9,4.0
LOG-003658,APP-00535,2025-05-17,candidate_message,candidate_facing,"sounds good, thank you! Talk soon",6,7.6
LOG-003659,APP-00536,2025-02-06,candidate_message,candidate_facing,"Hello, really looking forwrad to getting started, thanks for everything.",10,11.3
LOG-003660,APP-00536,2025-03-03,candidate_message,candidate_facing,"tihs has been a great process, thank you for all the updates.",12,7.0
LOG-003661,APP-00537,2025-01-29,candidate_message,candidate_facing,any update on the background check? just want to plan aronud it.,12,1.4
LOG-003662,APP-00537,2025-02-02,recruiter_note,internal,"Background check still processing, notified candidate of delay.",8,26.7
LOG-003663,APP-00537,2025-02-02,recruiter_note,internal,"Background check still processing, notified candidate of delay.",8,20.7
LOG-003664,APP-00537,2025-02-05,candidate_message,candidate_facing,"Good morning, any update on the background check? just want to plan aroudn it.",14,49.6
LOG-003665,APP-00537,2025-02-06,candidate_message,candidate_facing,is the delay normal? getting,5,45.1
LOG-003666,APP-00537,2025-02-13,candidate_message,candidate_facing,any update on the background check? just want to plan aruond it.,12,81.3
LOG-003667,APP-00537,2025-02-15,recruiter_note,internal,"Background check still processing, notified candidate of delay.",8,44.3
LOG-003668,APP-00537,2025-02-16,client_feedback,internal,Update - bakground check returned a discrepancy that needs to be resolved before we can proceed.,16,15.9
LOG-003669,APP-00538,2024-06-24,candidate_message,candidate_facing,sure,1,10.6
LOG-003670,APP-00538,2024-06-26,recruiter_note,internal,Candidate less engaged on last two calls comared to initial screen.,11,40.4
LOG-003671,APP-00538,2024-06-26,recruiter_note,internal,Candidate slower to resond than earlier in process. Short replies. Will follow up early net week.,16,10.1
LOG-003672,APP-00538,2024-06-30,recruiter_note,internal,"Reached out twice, candidate response time increasing.",7,76.7
LOG-003673,APP-00538,2024-07-02,candidate_message,candidate_facing,yep will do,3,59.1
LOG-003674,APP-00538,2024-07-03,recruiter_note,internal,Candidate slower to respond than earlier in process. Short replies.,10,27.2
LOG-003675,APP-00538,2024-07-05,candidate_message,candidate_facing,yep will do,3,34.1
LOG-003676,APP-00539,2025-05-08,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,10,7.2
LOG-003677,APP-00539,2025-05-16,candidate_message,candidate_facing,"jsut checking, did the offer letter go out yet?",9,58.5
LOG-003678,APP-00539,2025-05-19,candidate_message,candidate_facing,"stlil waiting on the paperwork, I guess just making sure nothing got lost.",13,31.5
LOG-003679,APP-00539,2025-05-25,candidate_message,candidate_facing,"haven't seen anything in my inbox, wanted to follow up.",10,68.1
LOG-003680,APP-00540,2024-07-22,recruiter_note,internal,"Missed scheduled check-in with candidate this week, need to follow up. Keeping an eye on this one.",17,3.5
LOG-003681,APP-00540,2024-07-23,candidate_message,candidate_facing,following up again - wannted to make sure everything is still on track.,13,13.6
LOG-003682,APP-00540,2024-07-23,recruiter_note,internal,"Missed scheduled check-in with candidate this week, need to follow up. Flagging for visibility.",14,12.8
LOG-003683,APP-00540,2024-07-31,recruiter_note,internal,No update sent to candidate in seeral days - overdue for a call. Noted for the file.,17,85.2
LOG-003684,APP-00540,2024-08-08,candidate_message,candidate_facing,"one more question, any neews on next steps? thx!",9,55.3
LOG-003685,APP-00540,2024-08-11,recruiter_note,internal,"Missed scheduled check-in with candidate this week, need to follow up.",11,72.3
LOG-003686,APP-00540,2024-08-18,recruiter_note,internal,"Candidate reached out asking for status, we had gone quiet on our end. Nothing furtheer to add right now.",19,66.5
LOG-003687,APP-00540,2024-08-23,candidate_message,candidate_facing,"haven't heard anthing in a while, just checking if there's an update.",12,69.4
LOG-003688,APP-00540,2024-08-27,candidate_message,candidate_facing,"cheking on something, any news on next steps? Best",9,84.9
LOG-003689,APP-00540,2024-08-27,candidate_message,candidate_facing,"one more question, any news on neext steps?",8,12.8
LOG-003690,APP-00541,2025-02-27,candidate_message,candidate_facing,"wait, is this fully remote or do I need to coe in sometimes?",13,10.5
LOG-003691,APP-00541,2025-03-01,candidate_message,candidate_facing,"wait, is this fully remote or do I nede to come in sometimes? TY",14,51.1
LOG-003692,APP-00541,2025-03-05,candidate_message,candidate_facing,"thought this was hybrid, want to make sure I understand the schedule. Appreciate it",14,63.4
LOG-003693,APP-00541,2025-03-07,candidate_message,candidate_facing,can you clarify how many days onsite are expected? Thanks,10,53.6
LOG-003694,APP-00541,2025-03-10,recruiter_note,internal,"FYI, candidate surprised by onsite expectation, discussed further with client. Will circle back if anything changes.",16,30.6
LOG-003695,APP-00541,2025-03-10,candidate_message,candidate_facing,can you clarify how maany days onsite are expected?,9,0.6
LOG-003696,APP-00541,2025-03-12,recruiter_note,internal,"Clarified work arrangement with candidate, some confusoin from job posting language.",11,37.9
LOG-003697,APP-00541,2025-03-14,candidate_message,candidate_facing,"thought thhis was hybrid, want to make sure I understand the schedule.",12,39.0
LOG-003698,APP-00541,2025-03-15,recruiter_note,internal,"Clarified work arrangement with candidate, some confusion from job posting language. Will circle back if anything changes.",17,19.1
LOG-003699,APP-00541,2025-03-17,candidate_message,candidate_facing,"thought this was hybrid, want to make sure I uderstand the schedule.",12,57.0
LOG-003700,APP-00541,2025-03-22,recruiter_note,internal,"FYI, candidate surprised by onsite expectation, discussed further with client.",10,53.1
LOG-003701,APP-00541,2025-03-23,recruiter_note,internal,"Update - clarified work arrangement with candidate, some confusion frmo job posting language. Nothing further to add right now.",19,20.5
LOG-003702,APP-00541,2025-03-24,candidate_message,candidate_facing,"Goood afternoon, can you clarify how many days onsite are expected?",11,16.7
LOG-003703,APP-00541,2025-03-26,recruiter_note,internal,"Candidate surprised by onsite expectation, discussed further with client. Keeping an eye on this one.",15,57.0
LOG-003704,APP-00541,2025-03-29,recruiter_note,internal,"Clarified wokr arrangement with candidate, some confusion from job posting language. Will check in again in a few days.",19,75.4
LOG-003705,APP-00542,2025-02-04,candidate_message,candidate_facing,"Hi, still sorting a few things internally, can I get back to u tomorrow?",14,8.2
LOG-003706,APP-00542,2025-02-05,recruiter_note,internal,Recnofirmed interest but tone was noticeably different tahn last call. Will follow up early net week.,16,6.9
LOG-003707,APP-00542,2025-02-06,recruiter_note,internal,Update - brief call - candidate said manager asked to speak wiith thhem again. Will follow up by end of week.,21,40.8
LOG-003708,APP-00542,2025-02-13,recruiter_note,internal,Brief call - candidate said manager asked to speak with them again. Willl follow up in a day or two.,20,39.0
LOG-003709,APP-00542,2025-02-16,candidate_message,candidate_facing,"still sorting a few things internally, can I get back to you in a day or two?",17,61.8
LOG-003710,APP-00542,2025-02-16,candidate_message,candidate_facing,"things came up at my currennt job, neeed a bit more time to think. Best",15,11.7
LOG-003711,APP-00542,2025-02-18,recruiter_note,internal,"Candidate hedging on timeline, referenced an intenal conversation at current job.",11,39.8
LOG-003712,APP-00542,2025-02-24,recruiter_note,internal,"FYI, reconfirmed interets but tone was noticeably different than last call.",11,39.8
LOG-003713,APP-00542,2025-03-01,candidate_message,candidate_facing,"Good morning, my current manager waants to talk aagin bfeore I finalize anything.",13,50.5
LOG-003714,APP-00542,2025-03-09,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less certain today.,10,50.2
LOG-003715,APP-00542,2025-03-15,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think.",14,93.1
LOG-003716,APP-00542,2025-03-16,candidate_message,candidate_facing,"things came up at my curent job, need a bit more time to think.",14,35.5
LOG-003717,APP-00542,2025-03-18,candidate_message,candidate_facing,"Hi there, thiings cme up at my current job, need...",10,32.8
LOG-003718,APP-00542,2025-03-20,candidate_message,candidate_facing,"Hey, things came up at my current job, need a bit more time to think.",15,41.5
LOG-003719,APP-00543,2024-12-05,candidate_message,candidate_facing,"wanted to make sure I didn't msis any steps, following up again.",12,5.2
LOG-003720,APP-00543,2024-12-09,candidate_message,candidate_facing,"Hey, just want to triple cheeck the start date is still the date we discussed?",15,9.5
LOG-003721,APP-00543,2024-12-14,candidate_message,candidate_facing,just wat to triple check the start date is still next Monday? TY,13,5.5
LOG-003722,APP-00543,2024-12-15,candidate_message,candidate_facing,can you confirm again that ntohing has changed on the offer?,11,6.3
LOG-003723,APP-00543,2024-12-15,recruiter_note,internal,Candidate asked to reconfirm details already covered previously.,8,2.8
LOG-003724,APP-00543,2024-12-18,candidate_message,candidate_facing,"wantted to make sure I didn't miss any steps, following up again.",12,6.5
LOG-003725,APP-00543,2024-12-20,candidate_message,candidate_facing,juust want to triple check the start date is still next Monday?,12,5.8
LOG-003726,APP-00544,2025-04-05,candidate_message,candidate_facing,"haven't seen anything in my inbox, wanted to follow up. thx!",11,1.2
LOG-003727,APP-00544,2025-04-09,candidate_message,candidate_facing,"Hello, haven't seen anything in my inbox, wnted to follow up.",11,8.2
LOG-003728,APP-00544,2025-04-11,candidate_message,candidate_facing,haven't seen anything in...,4,9.0
LOG-003729,APP-00544,2025-04-13,recruiter_note,internal,Client running behind on offer letter generation. Kept candidate updated.,10,6.9
LOG-003730,APP-00544,2025-04-14,candidate_message,candidate_facing,"still waiting on the paperwork, not 100% sure but just making sure nothing got lost.",15,3.5
LOG-003731,APP-00544,2025-04-14,candidate_message,candidate_facing,"Hey, just checking, did the offer lteter go out yet?",10,4.3
LOG-003732,APP-00544,2025-04-16,candidate_message,candidate_facing,"Hey, still waiiting on the paperwork, I think just",9,5.8
LOG-003733,APP-00544,2025-05-07,recruiter_note,internal,Update - client running behind on offer lteter generation. Kept candidate updated.,12,9.6
LOG-003734,APP-00544,2025-05-16,candidate_message,candidate_facing,"Hello, haven't seen anything in my inbox, wanted to flolow up.",11,4.0
LOG-003735,APP-00545,2024-10-09,recruiter_note,internal,Discussed typical assignment duration at this client with candidate.,9,6.3
LOG-003736,APP-00545,2024-10-09,recruiter_note,internal,"Update - candidate askked about contract length/conversion path, gae what info we have. Wil check in again in a few days.",21,2.8
LOG-003737,APP-00545,2024-10-14,candidate_message,candidate_facing,I think how long do thees contracts usually run at this client?,12,50.7
LOG-003738,APP-00545,2024-10-16,recruiter_note,internal,Disccussed typical assignment duration at this client with candidate.,9,37.3
LOG-003739,APP-00545,2024-10-19,interview_note,internal,"Interview ran a bit long, candidate seemed engaged throughout.",9,53.7
LOG-003740,APP-00545,2024-10-25,recruiter_note,internal,"Candidate asked about contract length/conversion path, gave what info we have.",11,35.9
LOG-003741,APP-00545,2024-11-05,recruiter_note,internal,Discussed typical assignment duration at this client wth candidate.,9,94.7
LOG-003742,APP-00545,2024-11-08,recruiter_note,internal,"Update - candiadte asked about contract length/conversion path, gave what info we have.",13,30.9
